group,term,count,document_frequency,title_share_pct,per_1000_tokens
ALL,одержимость,1,1,0.07,0.13
ALL,служение,1,1,0.07,0.13
ALL,лицедейство,1,1,0.07,0.13
ALL,гимн-падигам,1,1,0.07,0.13
ALL,шиваит,1,1,0.07,0.13
ALL,дравидский,1,1,0.07,0.13
ALL,ампитие,1,1,0.07,0.13
ALL,людмила,1,1,0.07,0.13
ALL,сонгцэн-гампо,1,1,0.07,0.13
ALL,апофатический,1,1,0.07,0.13
ALL,стотра-ратный,1,1,0.07,0.13
ALL,ямун,1,1,0.07,0.13
ALL,тождество,1,1,0.07,0.13
ALL,дидактик,1,1,0.07,0.13
ALL,сто,1,1,0.07,0.13
ALL,миларепа,1,1,0.07,0.13
ALL,вайрочан,1,1,0.07,0.13
ALL,аватамсак,1,1,0.07,0.13
ALL,охота,1,1,0.07,0.13
ALL,катхаватх,1,1,0.07,0.13
ALL,кара-тепа,1,1,0.07,0.13
ALL,социально-философский,1,1,0.07,0.13
ALL,калачакратантра,1,1,0.07,0.13
ALL,брахманический,1,1,0.07,0.13
ALL,сакральность,1,1,0.07,0.13
ALL,межкастовый,1,1,0.07,0.13
ALL,домусульманский,1,1,0.07,0.13
ALL,нагой,1,1,0.07,0.13
ALL,тюркский,1,1,0.07,0.13
ALL,каган,1,1,0.07,0.13
ALL,сасанидский,1,1,0.07,0.13
ALL,шаханша,1,1,0.07,0.13
ALL,бхамах,1,1,0.07,0.13
ALL,гарем,1,1,0.07,0.13
ALL,нуль,1,1,0.07,0.13
ALL,богоизбранность,1,1,0.07,0.13
ALL,светоносность,1,1,0.07,0.13
ALL,санкт,1,1,0.07,0.13
ALL,татхагат,1,1,0.07,0.13
ALL,гана,1,1,0.07,0.13
ALL,гуа,1,1,0.07,0.13
ALL,торговец,1,1,0.07,0.13
ALL,богач,1,1,0.07,0.13
ALL,подразделение,1,1,0.07,0.13
ALL,байат,1,1,0.07,0.13
ALL,бодхгай,1,1,0.07,0.13
ALL,освящение,1,1,0.07,0.13
ALL,поток,1,1,0.07,0.13
ALL,метафония,1,1,0.07,0.13
ALL,иллюстрировать,1,1,0.07,0.13
ALL,институт_востоковедения_ран,1,1,0.07,0.13
ALL,пить,1,1,0.07,0.13
ALL,питие,1,1,0.07,0.13
ALL,многомировой,1,1,0.07,0.13
ALL,эверетта-менский,1,1,0.07,0.13
ALL,атомистический,1,1,0.07,0.13
ALL,расширение,1,1,0.07,0.13
ALL,распространение,1,1,0.07,0.13
ALL,далитскай,1,1,0.07,0.13
ALL,автобиография,1,1,0.07,0.13
ALL,франциск,1,1,0.07,0.13
ALL,ксавье,1,1,0.07,0.13
ALL,образный,1,1,0.07,0.13
ALL,отшельнический,1,1,0.07,0.13
ALL,полоннарув,1,1,0.07,0.13
ALL,мастерство,1,1,0.07,0.13
ALL,городской,1,1,0.07,0.13
ALL,внеязыковой,1,1,0.07,0.13
ALL,действительность,1,1,0.07,0.13
ALL,научно-фантастический,1,1,0.07,0.13
ALL,хумаюна,1,1,0.07,0.13
ALL,ахмед,1,1,0.07,0.13
ALL,брахмаракшас,1,1,0.07,0.13
ALL,саутрантик,1,1,0.07,0.13
ALL,скандх,1,1,0.07,0.13
ALL,лунный,1,1,0.07,0.13
ALL,созвездие,1,1,0.07,0.13
ALL,имянаречение,1,1,0.07,0.13
ALL,месопотамский,1,1,0.07,0.13
ALL,познавать,1,1,0.07,0.13
ALL,рекогнитивный,1,1,0.07,0.13
ALL,самопознание,1,1,0.07,0.13
ALL,киннары,1,1,0.07,0.13
ALL,редактор,1,1,0.07,0.13
ALL,бхакт-наянар,1,1,0.07,0.13
ALL,бхрамара-гита,1,1,0.07,0.13
ALL,воробьев-десятовский,1,1,0.07,0.13
ALL,российско-индийский,1,1,0.07,0.13
ALL,лад,1,1,0.07,0.13
ALL,девдас,1,1,0.07,0.13
ALL,бонкимчондро,1,1,0.07,0.13
ALL,чоттопаддхать,1,1,0.07,0.13
ALL,продолжение,1,1,0.07,0.13
ALL,обитатель,1,1,0.07,0.13
ALL,первопечатный,1,1,0.07,0.13
ALL,манипури,1,1,0.07,0.13
ALL,манипур,1,1,0.07,0.13
ALL,ратнакалика,1,1,0.07,0.13
ALL,лор,1,1,0.07,0.13
ALL,чандрань,1,1,0.07,0.13
ALL,субхашитаратнакош,1,1,0.07,0.13
ALL,катама,1,1,0.07,0.13
ALL,раджа,1,1,0.07,0.13
ALL,нале,1,1,0.07,0.13
ALL,осакотхи,1,1,0.07,0.13
ALL,штат,1,1,0.07,0.13
ALL,яма,1,1,0.07,0.13
ALL,пессимист,1,1,0.07,0.13
ALL,тоноян-беляев,1,1,0.07,0.13
ALL,васту-сутра-упанишад,1,1,0.07,0.13
ALL,вновь,1,1,0.07,0.13
ALL,графический,1,1,0.07,0.13
ALL,привезти,1,1,0.07,0.13
ALL,сибирь,1,1,0.07,0.13
ALL,поэт-ребенок,1,1,0.07,0.13
ALL,самбандар,1,1,0.07,0.13
ALL,онега,1,1,0.07,0.13
ALL,калиттохей,1,1,0.07,0.13
ALL,классификационный,1,1,0.07,0.13
ALL,матик,1,1,0.07,0.13
ALL,шамбал,1,1,0.07,0.13
ALL,мемориальный,1,1,0.07,0.13
ALL,бхаджан-проповедь,1,1,0.07,0.13
ALL,рахула,1,1,0.07,0.13
ALL,косик,1,1,0.07,0.13
ALL,тохар,1,1,0.07,0.13
ALL,дар,1,1,0.07,0.13
ALL,небо,1,1,0.07,0.13
ALL,винадхара,1,1,0.07,0.13
ALL,ардханаришвара,1,1,0.07,0.13
ALL,переходной,1,1,0.07,0.13
ALL,ученик,1,1,0.07,0.13
ALL,упанаян,1,1,0.07,0.13
ALL,ряд,1,1,0.07,0.13
ALL,разработка,1,1,0.07,0.13
ALL,прогулка,1,1,0.07,0.13
ALL,хануман,1,1,0.07,0.13
ALL,кайласа,1,1,0.07,0.13
ALL,шайва-бхакт,1,1,0.07,0.13
ALL,черамана,1,1,0.07,0.13
ALL,перумалить,1,1,0.07,0.13
ALL,рассказать,1,1,0.07,0.13
ALL,перияпуран,1,1,0.07,0.13
ALL,секкижара,1,1,0.07,0.13
ALL,фреска,1,1,0.07,0.13
ALL,брихадишвара,1,1,0.07,0.13
ALL,танджор,1,1,0.07,0.13
ALL,сожжение,1,1,0.07,0.13
ALL,трипура,1,1,0.07,0.13
ALL,перекресток,1,1,0.07,0.13
ALL,связанный,1,1,0.07,0.13
ALL,патал,1,1,0.07,0.13
ALL,ашрамный,1,1,0.07,0.13
ALL,термез,1,1,0.07,0.13
ALL,взаимопроникновение,1,1,0.07,0.13
ALL,интертекст,1,1,0.07,0.13
ALL,нетоновый,1,1,0.07,0.13
ALL,настольный,1,1,0.07,0.13
ALL,венок,1,1,0.07,0.13
ALL,сонет,1,1,0.07,0.13
ALL,инновация,1,1,0.07,0.13
ALL,пудгалавинишчай,1,1,0.07,0.13
ALL,еретик,1,1,0.07,0.13
ALL,локаятик,1,1,0.07,0.13
ALL,каутс,1,1,0.07,0.13
ALL,перспективизм,1,1,0.07,0.13
ALL,бурмистров,1,1,0.07,0.13
ALL,пауль,1,1,0.07,0.13
ALL,дойссный,1,1,0.07,0.13
ALL,распутница,1,1,0.07,0.13
ALL,этномузыколог,1,1,0.07,0.13
ALL,лондонский,1,1,0.07,0.13
ALL,концерт,1,1,0.07,0.13
ALL,спб,1,1,0.07,0.13
ALL,мастер-потуа,1,1,0.07,0.13
ALL,исполнение,1,1,0.07,0.13
ALL,диалогический,1,1,0.07,0.13
ALL,субконтинент,1,1,0.07,0.13
ALL,катхпутля,1,1,0.07,0.13
ALL,марионетка,1,1,0.07,0.13
ALL,снова,1,1,0.07,0.13
ALL,перевести,1,1,0.07,0.13
ALL,панкратов,1,1,0.07,0.13
ALL,высокий,1,1,0.07,0.13
ALL,истина,1,1,0.07,0.13
ALL,парамартх,1,1,0.07,0.13
ALL,мастер,1,1,0.07,0.13
ALL,осень,1,1,0.07,0.13
ALL,бхактамал,1,1,0.07,0.13
ALL,набхадас,1,1,0.07,0.13
ALL,бхактотсава,1,1,0.07,0.13
ALL,тируттондаттохей,1,1,0.07,0.13
ALL,махотсававидхи,1,1,0.07,0.13
ALL,агхорашив,1,1,0.07,0.13
ALL,роберто,1,1,0.07,0.13
ALL,нобиль,1,1,0.07,0.13
ALL,фундаментальность,1,1,0.07,0.13
ALL,амаракош,1,1,0.07,0.13
ALL,бхрамар-гит,1,1,0.07,0.13
ALL,кронос,1,1,0.07,0.13
ALL,сатие-юг,1,1,0.07,0.13
ALL,коммунизм,1,1,0.07,0.13
ALL,социогенез,1,1,0.07,0.13
ALL,агничаять,1,1,0.07,0.13
ALL,толпава,1,1,0.07,0.13
ALL,кутх,1,1,0.07,0.13
ALL,квалий,1,1,0.07,0.13
ALL,метафизика,1,1,0.07,0.13
ALL,повседневный,1,1,0.07,0.13
ALL,философско-поэтический,1,1,0.07,0.13
ALL,ведантачарья,1,1,0.07,0.13
ALL,морализаторство,1,1,0.07,0.13
ALL,спхотавад,1,1,0.07,0.13
ALL,урувилев,1,1,0.07,0.13
ALL,последователь,1,1,0.07,0.13
ALL,шатакатрай,1,1,0.07,0.13
ALL,шрингарашатака,1,1,0.07,0.13
ALL,дохады,1,1,0.07,0.13
ALL,исчезновение,1,1,0.07,0.13
ALL,фактор,1,1,0.07,0.13
ALL,зарождение,1,1,0.07,0.13
ALL,рыбак,1,1,0.07,0.13
ALL,мифологема,1,1,0.07,0.13
ALL,шрикалачакр-тантра,1,1,0.07,0.13
ALL,синтаксический,1,1,0.07,0.13
ALL,дардскома,1,1,0.07,0.13
ALL,анкхья-нат,1,1,0.07,0.13
ALL,мультилингвизм,1,1,0.07,0.13
ALL,экстравертность,1,1,0.07,0.13
ALL,ньяя-вайшешик,1,1,0.07,0.13
ALL,раг,1,1,0.07,0.13
ALL,баллада,1,1,0.07,0.13
ALL,кусалаван,1,1,0.07,0.13
ALL,наставник-покровитель,1,1,0.07,0.13
ALL,каменный,1,1,0.07,0.13
ALL,изваяние,1,1,0.07,0.13
ALL,евразия,1,1,0.07,0.13
ALL,идиом,1,1,0.07,0.13
ALL,наш,1,1,0.07,0.13
ALL,типичный,1,1,0.07,0.13
ALL,сонм,1,1,0.07,0.13
ALL,буддист-ойрат,1,1,0.07,0.13
ALL,асар,1,1,0.07,0.13
ALL,лишенный,1,1,0.07,0.13
ALL,суть,1,1,0.07,0.13
ALL,медленный,1,1,0.07,0.13
ALL,прамана-самуччая-вритти,1,1,0.07,0.13
ALL,мотивировка,1,1,0.07,0.13
ALL,вторичный,1,1,0.07,0.13
ALL,цитирование,1,1,0.07,0.13
ALL,лхасскома,1,1,0.07,0.13
ALL,выход,1,1,0.07,0.13
ALL,индо-ирландский,1,1,0.07,0.13
ALL,канакавастый,1,1,0.07,0.13
ALL,полиптих,1,1,0.07,0.13
ALL,отдельный,1,1,0.07,0.13
ALL,ученичество,1,1,0.07,0.13
ALL,дивьядхвань,1,1,0.07,0.13
ALL,девадундубха,1,1,0.07,0.13
ALL,музыка,1,1,0.07,0.13
ALL,яджаман,1,1,0.07,0.13
ALL,божественность,1,1,0.07,0.13
ALL,индусский,1,1,0.07,0.13
ALL,кришномохать,1,1,0.07,0.13
ALL,банерджи,1,1,0.07,0.13
ALL,христианин,1,1,0.07,0.13
ALL,мертвый,1,1,0.07,0.13
ALL,сын,1,1,0.07,0.13
ALL,анекдот,1,1,0.07,0.13
ALL,периодизация,1,1,0.07,0.13
ALL,гуманитарный,1,1,0.07,0.13
ALL,академия,1,1,0.07,0.13
ALL,фонтанка,1,1,0.07,0.13
ALL,этаж,1,1,0.07,0.13
ALL,актовый,1,1,0.07,0.13
ALL,брак,1,1,0.07,0.13
ALL,медиация,1,1,0.07,0.13
ALL,лингам,1,1,0.07,0.13
ALL,вирашайвовый,1,1,0.07,0.13
ALL,ратня,1,1,0.07,0.13
ALL,карибский,1,1,0.07,0.13
ALL,родственник,1,1,0.07,0.13
ALL,послание,1,1,0.07,0.13
ALL,абхинишкраман,1,1,0.07,0.13
ALL,ишвара-пратьябхиджня-вимаршинить,1,1,0.07,0.13
ALL,костыль,1,1,0.07,0.13
ALL,факир,1,1,0.07,0.13
ALL,празднование,1,1,0.07,0.13
ALL,холя,1,1,0.07,0.13
ALL,незапятнанный,1,1,0.07,0.13
ALL,окружить,1,1,0.07,0.13
ALL,свита,1,1,0.07,0.13
ALL,горакха,1,1,0.07,0.13
ALL,сила,1,1,0.07,0.13
ALL,меряться,1,1,0.07,0.13
ALL,столкновение,1,1,0.07,0.13
ALL,разный,1,1,0.07,0.13
ALL,тальварный,1,1,0.07,0.13
ALL,рукоять,1,1,0.07,0.13
ALL,кунсткамера,1,1,0.07,0.13
ALL,ран,1,1,0.07,0.13
ALL,конференц-зал,1,1,0.07,0.13
ALL,индивидуальный,1,1,0.07,0.13
ALL,субъективный,1,1,0.07,0.13
ALL,ретроспективный,1,1,0.07,0.13
ALL,библиографический,1,1,0.07,0.13
ALL,указатель,1,1,0.07,0.13
ALL,писатель,1,1,0.07,0.13
ALL,поколение,1,1,0.07,0.13
ALL,прислать,1,1,0.07,0.13
ALL,дифференциация,1,1,0.07,0.13
ALL,извне,1,1,0.07,0.13
ALL,изнутри,1,1,0.07,0.13
ALL,повседневность,1,1,0.07,0.13
ALL,капилаваст,1,1,0.07,0.13
ALL,саундарананд,1,1,0.07,0.13
ALL,лакшана,1,1,0.07,0.13
ALL,кхандана-кханда-кхадьяа,1,1,0.07,0.13
ALL,харши,1,1,0.07,0.13
ALL,бессамостность,1,1,0.07,0.13
ALL,просто-я,1,1,0.07,0.13
ALL,агон,1,1,0.07,0.13
ALL,бхакатов,1,1,0.07,0.13
ALL,танцевальный,1,1,0.07,0.13
ALL,прекращение,1,1,0.07,0.13
ALL,рудрый,1,1,0.07,0.13
ALL,шатарудрие,1,1,0.07,0.13
ALL,германо-скандинавский,1,1,0.07,0.13
ALL,шричандра,1,1,0.07,0.13
ALL,раджастханский,1,1,0.07,0.13
ALL,обработка,1,1,0.07,0.13
ALL,первоисточник,1,1,0.07,0.13
ALL,буквальный,1,1,0.07,0.13
ALL,дериват,1,1,0.07,0.13
ALL,идеал,1,1,0.07,0.13
ALL,гуптский,1,1,0.07,0.13
ALL,ратнавалить,1,1,0.07,0.13
ALL,дашабхумика-сутра,1,1,0.07,0.13
ALL,неявный,1,1,0.07,0.13
ALL,видимый,1,1,0.07,0.13
ALL,невидимый,1,1,0.07,0.13
ALL,теоретико-культурный,1,1,0.07,0.13
ALL,тибето-цинский,1,1,0.07,0.13
ALL,водоем,1,1,0.07,0.13
ALL,нумерационный,1,1,0.07,0.13
ALL,махавирачарья,1,1,0.07,0.13
ALL,положение,1,1,0.07,0.13
ALL,вычисление,1,1,0.07,0.13
ALL,сандаловый,1,1,0.07,0.13
ALL,триграмм,1,1,0.07,0.13
ALL,перемена,1,1,0.07,0.13
ALL,санкхьяик,1,1,0.07,0.13
ALL,атмана,1,1,0.07,0.13
ALL,атмапарикша,1,1,0.07,0.13
ALL,шанатаракшит,1,1,0.07,0.13
ALL,идеальный,1,1,0.07,0.13
ALL,правитель,1,1,0.07,0.13
ALL,кодекс,1,1,0.07,0.13
ALL,переть,1,1,0.07,0.13
ALL,сумарага,1,1,0.07,0.13
ALL,позднесредневековый,1,1,0.07,0.13
ALL,панджабский,1,1,0.07,0.13
ALL,неясный,1,1,0.07,0.13
ALL,императорский,1,1,0.07,0.13
ALL,апастамба-яджна-парибхашасутро,1,1,0.07,0.13
ALL,чидамбар,1,1,0.07,0.13
ALL,дикшитара,1,1,0.07,0.13
ALL,деепричастие,1,1,0.07,0.13
ALL,пассивный,1,1,0.07,0.13
ALL,поталак,1,1,0.07,0.13
ALL,местопребывание,1,1,0.07,0.13
ALL,нетибетский,1,1,0.07,0.13
ALL,каргил,1,1,0.07,0.13
ALL,ночь,1,1,0.07,0.13
ALL,миродержец,1,1,0.07,0.13
ALL,гхантой,1,1,0.07,0.13
ALL,гхатом,1,1,0.07,0.13
ALL,брахмадев,1,1,0.07,0.13
ALL,дравья-санграха-вритти,1,1,0.07,0.13
ALL,мадаль,1,1,0.07,0.13
ALL,самоистязание,1,1,0.07,0.13
ALL,дискретность,1,1,0.07,0.13
ALL,мышление-читта,1,1,0.07,0.13
ALL,устойчивость,1,1,0.07,0.13
ALL,личность,1,1,0.07,0.13
ALL,майтхуна,1,1,0.07,0.13
ALL,слияние,1,1,0.07,0.13
ALL,ваджра,1,1,0.07,0.13
ALL,сандхие-бхаш,1,1,0.07,0.13
ALL,йусуфа,1,1,0.07,0.13
ALL,адвайте,1,1,0.07,0.13
ALL,узнавание,1,1,0.07,0.13
ALL,себя,1,1,0.07,0.13
ALL,обладать,1,1,0.07,0.13
ALL,ишварапратьябхиджня-карика,1,1,0.07,0.13
ALL,лхаса,1,1,0.07,0.13
ALL,кумарь,1,1,0.07,0.13
ALL,этнокультурный,1,1,0.07,0.13
ALL,тибетско-русско-английский,1,1,0.07,0.13
ALL,обстоятельство,1,1,0.07,0.13
ALL,мысленный,1,1,0.07,0.13
ALL,эксперимент,1,1,0.07,0.13
ALL,чариягить,1,1,0.07,0.13
ALL,тирумурейканда-пуран,1,1,0.07,0.13
ALL,звено,1,1,0.07,0.13
ALL,карне,1,1,0.07,0.13
ALL,компонент,1,1,0.07,0.13
ALL,познавательный,1,1,0.07,0.13
ALL,абхидхарма-самуччай,1,1,0.07,0.13
ALL,демонический,1,1,0.07,0.13
ALL,сексуальность,1,1,0.07,0.13
ALL,инцест,1,1,0.07,0.13
ALL,ями,1,1,0.07,0.13
ALL,норма,1,1,0.07,0.13
ALL,уклад,1,1,0.07,0.13
ALL,вьявахара,1,1,0.07,0.13
ALL,универсум,1,1,0.07,0.13
ALL,достоверность,1,1,0.07,0.13
ALL,праманавад,1,1,0.07,0.13
ALL,словацкий,1,1,0.07,0.13
ALL,артхакрия,1,1,0.07,0.13
ALL,д-р,1,1,0.07,0.13
ALL,маханамбрат,1,1,0.07,0.13
ALL,брахмачарь,1,1,0.07,0.13
ALL,квинтэссенция,1,1,0.07,0.13
ALL,мертон,1,1,0.07,0.13
ALL,шри-вишнуизм,1,1,0.07,0.13
ALL,самашраян,1,1,0.07,0.13
ALL,панчасамскара,1,1,0.07,0.13
ALL,рука,1,1,0.07,0.13
ALL,идти,1,1,0.07,0.13
ALL,дорога,1,1,0.07,0.13
ALL,пророчество,1,1,0.07,0.13
ALL,экологический,1,1,0.07,0.13
ALL,махуа,1,1,0.07,0.13
ALL,маджи,1,1,0.07,0.13
ALL,исполнять,1,1,0.07,0.13
ALL,зикра,1,1,0.07,0.13
ALL,чиштийя,1,1,0.07,0.13
ALL,сказ,1,1,0.07,0.13
ALL,бажов,1,1,0.07,0.13
ALL,сабля-шамшир,1,1,0.07,0.13
ALL,меч-посох,1,1,0.07,0.13
ALL,рудра-кхандоба,1,1,0.07,0.13
ALL,зонтхаймер,1,1,0.07,0.13
ALL,причинность,1,1,0.07,0.13
ALL,абхидхамма-питаки,1,1,0.07,0.13
ALL,кумаонский,1,1,0.07,0.13
ALL,голудева,1,1,0.07,0.13
ALL,пресс,1,1,0.07,0.13
ALL,пчела,1,1,0.07,0.13
ALL,кровь,1,1,0.07,0.13
ALL,отказ,1,1,0.07,0.13
ALL,арджун,1,1,0.07,0.13
ALL,сражение,1,1,0.07,0.13
ALL,кино,1,1,0.07,0.13
ALL,содержательный,1,1,0.07,0.13
ALL,порядок,1,1,0.07,0.13
ALL,перечень,1,1,0.07,0.13
ALL,прамей,1,1,0.07,0.13
ALL,ньяя-сутра,1,1,0.07,0.13
ALL,ньий-бхаший,1,1,0.07,0.13
ALL,оговорка,1,1,0.07,0.13
ALL,опись,1,1,0.07,0.13
ALL,документ,1,1,0.07,0.13
ALL,телеология,1,1,0.07,0.13
ALL,вселение,1,1,0.07,0.13
ALL,шлока,1,1,0.07,0.13
ALL,тхакурить,1,1,0.07,0.13
ALL,тхакуджуджа,1,1,0.07,0.13
ALL,недосказать,1,1,0.07,0.13
ALL,ардхокть,1,1,0.07,0.13
ALL,всеведущий,1,1,0.07,0.13
ALL,синкретический,1,1,0.07,0.13
ALL,уложить,1,1,0.07,0.13
ALL,архивировать,1,1,0.07,0.13
ALL,панегирик,1,1,0.07,0.13
ALL,тибето-китайский,1,1,0.07,0.13
ALL,наименование,1,1,0.07,0.13
ALL,титул,1,1,0.07,0.13
ALL,регент,1,1,0.07,0.13
ALL,далай-лама,1,1,0.07,0.13
ALL,назначение,1,1,0.07,0.13
ALL,сангие,1,1,0.07,0.13
ALL,гьяцо,1,1,0.07,0.13
ALL,дэсрид,1,1,0.07,0.13
ALL,парамаартхасар,1,1,0.07,0.13
ALL,руководство,1,1,0.07,0.13
ALL,обретение,1,1,0.07,0.13
ALL,сингулярность,1,1,0.07,0.13
ALL,цветомыслие,1,1,0.07,0.13
ALL,дайва-арадхана,1,1,0.07,0.13
ALL,сценарий,1,1,0.07,0.13
ALL,пушпакарандак,1,1,0.07,0.13
ALL,глиняный,1,1,0.07,0.13
ALL,повозка,1,1,0.07,0.13
ALL,восхваление,1,1,0.07,0.13
ALL,табак,1,1,0.07,0.13
ALL,пухейиль,1,1,0.07,0.13
ALL,видутуд,1,1,0.07,0.13
ALL,синь,1,1,0.07,0.13
ALL,саккарий,1,1,0.07,0.13
ALL,пулавар,1,1,0.07,0.13
ALL,сокровище,1,1,0.07,0.13
ALL,пространственный,1,1,0.07,0.13
ALL,локализация,1,1,0.07,0.13
ALL,дхарань,1,1,0.07,0.13
ALL,дхаранипитак,1,1,0.07,0.13
ALL,ганеша,1,1,0.07,0.13
ALL,амитабх,1,1,0.07,0.13
ALL,ньигма,1,1,0.07,0.13
ALL,фронтальный,1,1,0.07,0.13
ALL,трехчетвертной,1,1,0.07,0.13
ALL,лицо,1,1,0.07,0.13
ALL,западно-индийский,1,1,0.07,0.13
ALL,унмый,1,1,0.07,0.13
ALL,вилакк,1,1,0.07,0.13
ALL,иконология,1,1,0.07,0.13
ALL,написание,1,1,0.07,0.13
ALL,белые,1,1,0.07,0.13
ALL,шапка,1,1,0.07,0.13
ALL,эндемичность,1,1,0.07,0.13
ALL,свобода,1,1,0.07,0.13
ALL,архаика,1,1,0.07,0.13
ALL,этико-интуитивистский,1,1,0.07,0.13
ALL,киплинг,1,1,0.07,0.13
ALL,джайнизм,1,1,0.07,0.13
ALL,сумеречный,1,1,0.07,0.13
ALL,очки,1,1,0.07,0.13
ALL,вайшнавизм,1,1,0.07,0.13
ALL,адбхуть,1,1,0.07,0.13
ALL,адхьятм,1,1,0.07,0.13
ALL,зачин,1,1,0.07,0.13
ALL,гадьяа,1,1,0.07,0.13
ALL,венец,1,1,0.07,0.13
ALL,крест,1,1,0.07,0.13
ALL,шаунака,1,1,0.07,0.13
ALL,шаманский,1,1,0.07,0.13
ALL,чарья-гить,1,1,0.07,0.13
ALL,сокрытие,1,1,0.07,0.13
ALL,возродить,1,1,0.07,0.13
ALL,яджный,1,1,0.07,0.13
ALL,асся,1,1,0.07,0.13
ALL,гхата,1,1,0.07,0.13
ALL,девочка,1,1,0.07,0.13
ALL,канья,1,1,0.07,0.13
ALL,махавидьялый,1,1,0.07,0.13
ALL,штудия,1,1,0.07,0.13
ALL,идентичность,1,1,0.07,0.13
ALL,двести,1,1,0.07,0.13
ALL,хараппский,1,1,0.07,0.13
ALL,народность,1,1,0.07,0.13
ALL,лимб,1,1,0.07,0.13
ALL,унмада,1,1,0.07,0.13
ALL,безумный,1,1,0.07,0.13
ALL,мангал-шлока,1,1,0.07,0.13
ALL,тантралок,1,1,0.07,0.13
ALL,брахуй,1,1,0.07,0.13
ALL,серайкел,1,1,0.07,0.13
ALL,майюрбхандж,1,1,0.07,0.13
ALL,пурулиа,1,1,0.07,0.13
ALL,чхау,1,1,0.07,0.13
ALL,плато,1,1,0.07,0.13
ALL,чхота,1,1,0.07,0.13
ALL,нагпур,1,1,0.07,0.13
ALL,мистика,1,1,0.07,0.13
ALL,разряд,1,1,0.07,0.13
ALL,синий,1,1,0.07,0.13
ALL,дарение,1,1,0.07,0.13
ALL,чаша,1,1,0.07,0.13
ALL,делийский,1,1,0.07,0.13
ALL,даргах,1,1,0.07,0.13
ALL,вал,1,1,0.07,0.13
ALL,припамирский,1,1,0.07,0.13
ALL,греза,1,1,0.07,0.13
ALL,наяву,1,1,0.07,0.13
ALL,вождь,1,1,0.07,0.13
ALL,оруэлл,1,1,0.07,0.13
ALL,хардоле,1,1,0.07,0.13
ALL,принц,1,1,0.07,0.13
ALL,орччха,1,1,0.07,0.13
ALL,санграха,1,1,0.07,0.13
ALL,конь,1,1,0.07,0.13
ALL,джамб,1,1,0.07,0.13
ALL,ворота,1,1,0.07,0.13
ALL,жест,1,1,0.07,0.13
ALL,бытовой,1,1,0.07,0.13
ALL,этикет,1,1,0.07,0.13
ALL,атман,1,1,0.07,0.13
ALL,дравие,1,1,0.07,0.13
ALL,лейтмотив,1,1,0.07,0.13
ALL,ананда,1,1,0.07,0.13
ALL,заточить,1,1,0.07,0.13
ALL,маврикий,1,1,0.07,0.13
ALL,рам-катх,1,1,0.07,0.13
ALL,социовозрастной,1,1,0.07,0.13
ALL,инициация,1,1,0.07,0.13
ALL,монашеский,1,1,0.07,0.13
ALL,окончательный,1,1,0.07,0.13
ALL,редакция,1,1,0.07,0.13
ALL,шайва-сиддхант,1,1,0.07,0.13
ALL,отличать,1,1,0.07,0.13
ALL,эпистемический,1,1,0.07,0.13
ALL,отдалить,1,1,0.07,0.13
ALL,граница,1,1,0.07,0.13
ALL,пребывать,1,1,0.07,0.13
ALL,исповедать,1,1,0.07,0.13
ALL,манджушринов,1,1,0.07,0.13
ALL,калмыцкий,1,1,0.07,0.13
ALL,император,1,1,0.07,0.13
ALL,юнчжэн,1,1,0.07,0.13
ALL,массовый,1,1,0.07,0.13
ALL,саптасварамуртеть,1,1,0.07,0.13
ALL,парель,1,1,0.07,0.13
ALL,хроника,1,1,0.07,0.13
ALL,энг,1,1,0.07,0.13
ALL,средневековье,1,1,0.07,0.13
ALL,кабилара,1,1,0.07,0.13
ALL,пари,1,1,0.07,0.13
ALL,аламбана-парикша,1,1,0.07,0.13
ALL,антропоморфный,1,1,0.07,0.13
ALL,образность,1,1,0.07,0.13
ALL,применение,1,1,0.07,0.13
ALL,праздник,1,1,0.07,0.13
ALL,селение,1,1,0.07,0.13
ALL,юго-западный,1,1,0.07,0.13
ALL,автомобиль,1,1,0.07,0.13
ALL,мотивный,1,1,0.07,0.13
ALL,павлин,1,1,0.07,0.13
ALL,мотивация,1,1,0.07,0.13
ALL,иероглиф,1,1,0.07,0.13
ALL,выразительность,1,1,0.07,0.13
ALL,кангдзь,1,1,0.07,0.13
ALL,гневный,1,1,0.07,0.13
ALL,тво,1,1,0.07,0.13
ALL,рериховский,1,1,0.07,0.13
ALL,прошлое,1,1,0.07,0.13
ALL,буддист-паломник,1,1,0.07,0.13
ALL,эдук,1,1,0.07,0.13
ALL,монумент,1,1,0.07,0.13
ALL,опрокинуть,1,1,0.07,0.13
ALL,странствовать,1,1,0.07,0.13
ALL,рассказчик,1,1,0.07,0.13
ALL,лама,1,1,0.07,0.13
ALL,манип,1,1,0.07,0.13
ALL,пудгалавад,1,1,0.07,0.13
ALL,дискурсивный,1,1,0.07,0.13
ALL,удрученность,1,1,0.07,0.13
ALL,умопомешательство,1,1,0.07,0.13
ALL,старость,1,1,0.07,0.13
ALL,поэт-мистик,1,1,0.07,0.13
ALL,релевантность,1,1,0.07,0.13
ALL,гондванский,1,1,0.07,0.13
ALL,мини-бхагавадгит,1,1,0.07,0.13
ALL,неортодоксальный,1,1,0.07,0.13
ALL,аштанг-хридая,1,1,0.07,0.13
