gm_thrid,primary,parent,entities,n_messages,year
7194006682717913088,книга,книги_и_раздача,,6,2023
7210284391134658560,разное,прочее,,9,2023
7198943394467414016,этимология,лексикография,Andrey Zaliznyak,2,2023
7181723561708486656,разное,прочее,Moscow,1,2022
7222746910007754752,книга,книги_и_раздача,,1,2023
7201578900671954944,текст,тексты,DCS|Махабхарата|Пураны|Рамаяна|Упанишады,15,2023
7215123168056311808,книга,книги_и_раздача,,1,2023
7200702572278054912,разное,прочее,,9,2023
7182862553624608768,панини,грамматика,Pāṇini,1,2022
7206192784690118656,учебник,грамматика,,1,2023
7228170839574708224,учебник,грамматика,,1,2023
7193999718852067328,книга,книги_и_раздача,,3,2023
7199635057281073152,словарь,лексикография,Grosses Petersburger Wörterbuch|Otto Böhtlingk|Махабхарата|Рамаяна|Ригведа,2,2023
7202211326890868736,этимология,лексикография,,3,2023
7199280894594514944,текст,тексты,,5,2023
7225908554132094976,словарь,лексикография,,1,2023
7186412316220456960,перевод_вопрос,переводы_и_издания,,1,2023
7213669080106008576,словарь,лексикография,,1,2023
7196894131551993856,перевод_вопрос,переводы_и_издания,,8,2023
7208142242016395264,книга,книги_и_раздача,Moscow,1,2023
7204398777063440384,сайт,инструменты,,1,2023
7220144110200422400,курс_практикум,организация_группы,Moscow,2,2023
7219705529388498944,этимология,лексикография,,2,2023
7186414830478163968,спряжение_глагол,грамматика,,1,2023
7193998587619966976,книга,книги_и_раздача,,2,2023
7195183467385061376,текст,тексты,Saint Petersburg,3,2023
7200513475162931200,панини,грамматика,Pāṇini,7,2023
7224079806017568768,текст,тексты,,2,2023
7211912899579609088,книга,книги_и_раздача,,1,2023
7191140299740020736,книга,книги_и_раздача,,1,2023
7208945137374724096,книга,книги_и_раздача,,1,2023
7217299683422502912,стотра_гимн,тексты,,1,2023
7214083292969041920,комментарии_ачарьи,тексты,,1,2023
7197896472927404032,текст,тексты,,2,2023
7212006001828954112,текст,тексты,,1,2023
7186413863578894336,словарь,лексикография,,2,2023
7185137131534155776,текст,тексты,,1,2023
7218700448095535104,разное,прочее,,1,2023
7200698418506760192,словарь,лексикография,,1,2023
7217749823165825024,разное,прочее,,1,2023
7224442876214640640,текст,тексты,,1,2023
7219194322219958272,текст,тексты,,2,2023
7200379045501992960,учебник,грамматика,,3,2023
7182849141464104960,книга,книги_и_раздача,Moscow,1,2022
7193972956112879616,книга,книги_и_раздача,,1,2023
7200376989610409984,разное,прочее,Pāṇini,13,2023
7199692713852141568,перевод_вопрос,переводы_и_издания,,3,2023
7191380006111543296,разное,прочее,,1,2023
7186563649510572032,сайт,инструменты,,2,2023
7179299422754308096,текст,тексты,,5,2022
7196311486772281344,книга,книги_и_раздача,Delhi,1,2023
7206665717718974464,словарь,лексикография,Georg Bühler,2,2023
7224950450230919168,текст,тексты,,1,2023
7214569086695505920,сайт,инструменты,GitHub,1,2023
7191131742358470656,текст,тексты,Рамаяна,5,2023
7202508190478499840,книга,книги_и_раздача,Пураны,1,2023
7210366455189078016,программа_приложение,инструменты,,1,2023
7213312789155151872,книга,книги_и_раздача,,1,2023
7218603037812588544,словарь,лексикография,,1,2023
7215691502915158016,словарь,лексикография,Horace Hayman Wilson|Wilson Sanskrit-English Dictionary,2,2023
7201033814674505728,словарь,лексикография,Delhi|Monier-Williams,1,2023
7201129773979926528,шрифт,инструменты,,4,2023
7135708204624773120,персона_ученый,история_и_культура,,1,2022
7147303652510662656,текст,тексты,Махабхарата,2,2022
7172626661041504256,учебник,грамматика,Pāṇini,1,2022
7171787110113869824,стотра_гимн,тексты,,1,2022
7139488811626528768,спряжение_глагол,грамматика,,1,2022
7149597070315225088,сравнительное_языкознание,лексикография,,1,2022
7132013927870758912,книга,книги_и_раздача,,1,2022
7149657092030201856,курс_практикум,организация_группы,,1,2022
7114227792143712256,разное,прочее,,3,2022
7127514301481353216,встреча_событие,организация_группы,Delhi,1,2022
7154692850555289600,учебник,грамматика,,1,2022
7128094191341535232,программа_приложение,инструменты,,1,2022
7136991207955103744,шрифт,инструменты,,1,2022
7175077773795393536,книга,книги_и_раздача,,1,2022
7108253292394708992,стотра_гимн,тексты,,1,2022
7118610185669574656,учебник,грамматика,,1,2022
7132824292737155072,текст,тексты,,1,2022
7138084932281171968,учебник,грамматика,,1,2022
7142544660828782592,сравнительное_языкознание,лексикография,Grosses Petersburger Wörterbuch|Moscow,16,2022
7156240310742286336,спряжение_глагол,грамматика,,3,2022
7120505553065869312,книга,книги_и_раздача,,1,2022
7144381426603917312,шрифт,инструменты,,1,2022
7173351520865353728,учебник,грамматика,,1,2022
7114946829068795904,учебник,грамматика,Moscow|Рамаяна,1,2022
7137763389008248832,разное,прочее,Упанишады,8,2022
7133491650070839296,курс_практикум,организация_группы,,1,2022
7152814099649265664,книга,книги_и_раздача,,2,2022
7123847931487059968,учебник,грамматика,Moscow,1,2022
7116060596896792576,учебник,грамматика,,1,2022
7121044194606448640,учебник,грамматика,,1,2022
7162082650568523776,разное,прочее,,1,2022
7178624911755182080,книга,книги_и_раздача,,4,2022
7120876931000565760,разное,прочее,,5,2022
7116260554997497856,текст,тексты,Moscow|Рамаяна,1,2022
7105039598639644672,текст,тексты,,7,2022
7150582944883539968,шрифт,инструменты,Andrey Zaliznyak|Wikipedia,4,2022
7143992617423863808,разное,прочее,,1,2022
7162209035478892544,текст,тексты,Аштадхьяи|Упанишады,11,2022
7146161457663574016,разное,прочее,,1,2022
7140842807684497408,книга,книги_и_раздача,,2,2022
7159233108377600000,сайт,инструменты,,2,2023
7147091563141660672,словарь,лексикография,Упанишады,3,2022
7141007034517815296,курс_практикум,организация_группы,,3,2022
7178415854810300416,учебник,грамматика,,1,2022
7111994964648656896,спряжение_глагол,грамматика,Аштадхьяи,3,2022
7175118877341253632,шрифт,инструменты,,1,2022
7148864937955164160,мантра_бхакти,тексты,,1,2022
7130161723386888192,разное,прочее,,1,2022
7171833984134938624,книга,книги_и_раздача,,1,2022
7120646555973976064,разное,прочее,,1,2022
7129919694593589248,программа_приложение,инструменты,,1,2022
7145125229401997312,книга,книги_и_раздача,,2,2022
7140922623542689792,разное,прочее,,9,2022
7103884483902832640,книга,книги_и_раздача,Махабхарата,2,2022
7172494043595669504,курс_практикум,организация_группы,Pāṇini,3,2022
7143594916099129344,традиция_философия,история_и_культура,,1,2022
7119024009230942208,учебник,грамматика,Pāṇini,1,2022
7146156830870208512,текст,тексты,,7,2022
7172122099983581184,разное,прочее,,1,2022
7114538107626586112,шрифт,инструменты,,1,2022
7173020041620750336,разное,прочее,,3,2022
7149987233870643200,учебник,грамматика,,1,2022
7118000085538963456,книга,книги_и_раздача,,2,2022
7114199417850167296,разное,прочее,,1,2022
7119007046671794176,книга,книги_и_раздача,,1,2022
7137581338741178368,книга,книги_и_раздача,Бхагавад-гита,3,2022
7177081202542641152,индия_путешествие,история_и_культура,,3,2022
7120489687568875520,разное,прочее,,1,2022
7154691755332337664,сандхи_фонетика,грамматика,,3,2022
7113884647705018368,учебник,грамматика,Varanasi,1,2022
7137963462792052736,текст,тексты,Рамаяна,7,2022
7147567484210511872,разное,прочее,,1,2022
7102824291774758912,разное,прочее,,1,2022
7160788976885825536,текст,тексты,,3,2022
7175246384968237056,разное,прочее,,1,2022
7177618224269230080,книга,книги_и_раздача,,10,2022
7157348861640441856,книга,книги_и_раздача,Moscow,1,2022
7109050049432125440,программа_приложение,инструменты,,1,2022
7140009576359788544,разное,прочее,,1,2022
7113299528804990976,этимология,лексикография,Pāṇini,2,2022
7151499907934715904,текст,тексты,,7,2022
7144334712548360192,текст,тексты,DCS|Monier-Williams,7,2022
7142077206409248768,учебник,грамматика,,1,2022
7152986884925292544,разное,прочее,,7,2022
7168929527394992128,словарь,лексикография,,3,2022
7146012562069389312,текст,тексты,Упанишады,1,2022
7164682874446151680,шрифт,инструменты,,1,2022
7108612215236722688,синтаксис,грамматика,Moscow,1,2022
7123412796913483776,книга,книги_и_раздача,,1,2022
7117290652983885824,разное,прочее,,2,2022
7129397870185152512,учебник,грамматика,Moscow,1,2022
7138492682297409536,встреча_событие,организация_группы,,1,2022
7158777841605148672,встреча_событие,организация_группы,,1,2022
7102516780300500992,словарь,лексикография,,1,2022
7156936404518305792,учебник,грамматика,,2,2022
7178145339484930048,книга,книги_и_раздача,Рамаяна,1,2022
7091626716169240576,книга,книги_и_раздача,,1,2022
7061074314721755136,книга,книги_и_раздача,,1,2022
7083406292052606976,учебник,грамматика,Andrey Zaliznyak|Ferdinand Knauer,3,2022
7097705842821038080,книга,книги_и_раздача,,1,2022
7085190288802578432,текст,тексты,,1,2022
7097705392757538816,книга,книги_и_раздача,,3,2022
7074446893561937920,текст,тексты,,9,2022
7078174424804884480,учебник,грамматика,,1,2022
7086492659338969088,разное,прочее,,2,2022
7096730510724956160,книга,книги_и_раздача,Ferdinand Knauer,1,2022
7093331974769606656,синтаксис,грамматика,,1,2022
7075239647653134336,книга,книги_и_раздача,,2,2022
7065951038969217024,разное,прочее,,1,2022
7101287118294482944,словарь,лексикография,Ferdinand Knauer,1,2022
7098289003682594816,книга,книги_и_раздача,,1,2022
7064182590541922304,разное,прочее,Ригведа,5,2022
7078285348275486720,учебник,грамматика,Pāṇini,1,2022
7075412618084614144,разное,прочее,,6,2022
7061657787815690240,разное,прочее,,7,2022
7089361710715240448,разное,прочее,,1,2022
7091376499948781568,текст,тексты,Бхагавад-гита,17,2022
7071869782918692864,книга,книги_и_раздача,,1,2022
7092674820002807808,книга,книги_и_раздача,,1,2022
7088350930364530688,текст,тексты,Рамаяна,2,2022
7065627386383958016,книга,книги_и_раздача,,1,2022
7091611601056301056,текст,тексты,Бхагавад-гита,1,2022
7081540414039130112,книга,книги_и_раздача,,1,2022
7076800662768451584,словарь,лексикография,,4,2022
7082754660541399040,словарь,лексикография,,1,2022
7070013202466078720,книга,книги_и_раздача,,1,2022
7096385158613303296,словарь,лексикография,Moscow,1,2022
7098437409204862976,стотра_гимн,тексты,,1,2022
7083898570182492160,текст,тексты,Рамаяна,2,2022
7083797951978405888,разное,прочее,,1,2022
7096359431043022848,встреча_событие,организация_группы,,1,2022
7093908102977683456,книга,книги_и_раздача,,1,2022
7084620996900028416,текст,тексты,Ригведа,1,2022
7080111805674029056,словарь,лексикография,,2,2022
7092701027968745472,склонение_падеж,грамматика,,6,2022
7080034274019115008,шрифт,инструменты,,1,2022
7092339499955388416,сайт,инструменты,Saint Petersburg,1,2022
7075668721157537792,учебник,грамматика,,1,2022
7070145805184663552,разное,прочее,,1,2022
7075240027872034816,разное,прочее,,1,2022
7065550864859004928,панини,грамматика,Pāṇini,1,2022
7070851501698056192,частицы_служебные_слова,грамматика,,4,2022
7060769678679867392,книга,книги_и_раздача,,3,2022
7070738563783983104,книга,книги_и_раздача,,1,2022
7101348625864720384,разное,прочее,,1,2022
7100194766333149184,панини,грамматика,,8,2022
7090420405792407552,разное,прочее,,1,2022
7087628341048508416,книга,книги_и_раздача,,1,2022
7085797091563274240,разное,прочее,,1,2022
7100568836697489408,книга,книги_и_раздача,Moscow,1,2022
7062203862809051136,разное,прочее,,3,2022
7087429160760508416,синтаксис,грамматика,Moscow,1,2022
7075412556457705472,разное,прочее,,1,2022
7094549229083820032,словарь,лексикография,,1,2022
7080410589151887360,словарь,лексикография,,1,2022
7065355333925863424,разное,прочее,,1,2022
7060346541096042496,книга,книги_и_раздача,,1,2022
7093381567574179840,текст,тексты,Рамаяна,2,2022
7096793963828346880,сандхи_фонетика,грамматика,,2,2022
7078181083130363904,разное,прочее,,1,2022
7091019344469032960,шрифт,инструменты,Бхагавад-гита,1,2022
7072043877138432000,курс_практикум,организация_группы,,1,2022
7098574852312793088,книга,книги_и_раздача,,1,2022
7088212649952935936,учебник,грамматика,Pāṇini,2,2022
7088040753548492800,текст,тексты,,1,2022
7093974103700275200,учебник,грамматика,Pāṇini,3,2022
7086660088222449664,индия_путешествие,история_и_культура,Delhi|Wikipedia,3,2022
7076742422521184256,книга,книги_и_раздача,,1,2022
7074554122102374400,мантра_бхакти,тексты,,7,2022
7076221060944756736,текст,тексты,,1,2022
7069661559269621760,синтаксис,грамматика,,1,2022
7096098625346863104,книга,книги_и_раздача,,1,2022
7060458918815727616,учебник,грамматика,,1,2022
7095328218622722048,спряжение_глагол,грамматика,,1,2022
7076723313195614208,сайт,инструменты,,1,2022
7096771173426397184,книга,книги_и_раздача,,1,2022
7095717551510913024,сандхи_фонетика,грамматика,,2,2022
7090779348852015104,разное,прочее,,1,2022
7087089827581001728,текст,тексты,,4,2022
7084686269162192896,разное,прочее,,1,2022
7091697119765987328,текст,тексты,,1,2022
7071686535670661120,книга,книги_и_раздача,,1,2022
7071988367170207744,книга,книги_и_раздача,Saint Petersburg,1,2022
7071975885080887296,этимология,лексикография,Rudolph Roth|Wikipedia,4,2022
7074097919091015680,книга,книги_и_раздача,,6,2022
7079776789543780352,учебник,грамматика,Pāṇini,2,2022
7090505179179515904,словарь,лексикография,,8,2022
7078612428048564224,курс_практикум,организация_группы,,1,2022
7020353607131201536,учебник,грамматика,,3,2021
7030025991432962048,разное,прочее,,2,2021
7018079576445157376,словарь,лексикография,Moscow,5,2021
7034995427520806912,книга,книги_и_раздача,,3,2021
7056738180902420480,разное,прочее,,5,2022
7034929079205756928,панини,грамматика,,3,2021
7040070574102544384,разное,прочее,,2,2021
7032939194471153664,книга,книги_и_раздача,Бхагавад-гита,5,2021
7034918659458859008,учебник,грамматика,Moscow,1,2021
7041681162316546048,словарь,лексикография,Pāṇini|Аштадхьяи,6,2023
7016769298622316544,комментарии_ачарьи,тексты,,8,2021
7036009692584214528,разное,прочее,,1,2021
7057205392463364096,словарь,лексикография,Andrey Zaliznyak|Ferdinand Knauer|Georg Bühler,1,2022
7031098362639155200,текст,тексты,Махабхарата,5,2021
7054564098290221056,книга,книги_и_раздача,Saint Petersburg,1,2022
7052454413714063360,исправление_опечаток,лексикография,,1,2022
7055308025704218624,словарь,лексикография,,1,2022
7012914758772850688,панини,грамматика,Patañjali,5,2021
7055215005185081344,разное,прочее,,1,2022
7040156629206040576,учебник,грамматика,,4,2021
7047156957429366784,разное,прочее,,5,2021
7052342800619143168,разное,прочее,,1,2022
7038876059405647872,разное,прочее,Moscow,3,2021
7022190566295207936,словарь,лексикография,Ferdinand Knauer|Saint Petersburg,2,2021
7046303461195907072,книга,книги_и_раздача,,3,2022
7020326783816826880,сандхи_фонетика,грамматика,,3,2021
7037251662996570112,текст,тексты,,6,2021
7026704573325639680,астрология,прочее,Махабхарата,9,2021
7030730066737758208,текст,тексты,Махабхарата,1,2021
7058384443865563136,текст,тексты,Ригведа,1,2022
7045903953837424640,разное,прочее,,13,2022
7031143298102198272,учебник,грамматика,,4,2021
7026075904240517120,встреча_событие,организация_группы,Moscow,3,2021
7045846166627418112,разное,прочее,,2,2022
7056849369876660224,разное,прочее,,3,2022
7033418280903639040,текст,тексты,,5,2021
7022476566224437248,разное,прочее,,4,2021
7059398391256580096,разное,прочее,,1,2022
7040735727366176768,персона_ученый,история_и_культура,Andrey Zaliznyak,2,2021
7041631822992637952,разное,прочее,,4,2021
7054136220337569792,учебник,грамматика,,1,2022
7031791094142599168,книга,книги_и_раздача,Moscow,2,2021
7030350923288281088,разное,прочее,,2,2021
7028557674457333760,книга,книги_и_раздача,Moscow,1,2021
7054887367157481472,учебник,грамматика,,30,2023
7024217128663252992,книга,книги_и_раздача,,2,2021
7042626892490342400,книга,книги_и_раздача,,1,2021
7024467267970662400,разное,прочее,Аштадхьяи,5,2021
7052080899651796992,учебник,грамматика,,1,2022
7024893879782473728,текст,тексты,,3,2021
7060342091947180032,разное,прочее,,1,2022
7044124199796867072,разное,прочее,,1,2021
7028700219861630976,билингва_английский,переводы_и_издания,,7,2021
7030709674798219264,шрифт,инструменты,,6,2021
7060052598715318272,шрифт,инструменты,,3,2022
7022937171457736704,разное,прочее,Аштадхьяи,11,2021
7030102615971069952,разное,прочее,,1,2021
7022955738299367424,текст,тексты,Бхагавад-гита|Пураны,1,2021
7032613070291599360,корпус_данные,инструменты,,2,2021
7053096357644468224,словарь,лексикография,,2,2022
7031411914544513024,книга,книги_и_раздача,,5,2021
7013781388673417216,разное,прочее,Аштадхьяи,6,2021
7058925014762913792,словарь,лексикография,Grosses Petersburger Wörterbuch|Рамаяна,1,2022
7055302405769920512,разное,прочее,,3,2022
7032019705898467328,панини,грамматика,,2,2021
7019920370550439936,словарь,лексикография,,3,2021
7059255276607635456,pdf,инструменты,,1,2022
7053775095816257536,индия_путешествие,история_и_культура,,1,2022
7052301771467653120,учебник,грамматика,,2,2022
7033755605887090688,книга,книги_и_раздача,Delhi|Махабхарата,1,2021
7044902855102169088,комментарии_ачарьи,тексты,Patañjali,2,2021
7060052084530348032,разное,прочее,,1,2022
7056672526289600512,мантра_бхакти,тексты,,1,2022
7027819886036385792,учебник,грамматика,,2,2021
7049792225458257920,разное,прочее,Pune|Махабхарата,7,2022
7035344536623644672,шрифт,инструменты,,2,2021
7030661396618543104,программа_приложение,инструменты,Moscow|Patañjali|Saint Petersburg,3,2021
7036378110832410624,этимология,лексикография,Monier-Williams,1,2021
7045568810755031040,книга,книги_и_раздача,,1,2021
7055923563363041280,словарь,лексикография,Pune|Махабхарата,10,2022
7040918249307897856,текст,тексты,Панчатантра,1,2021
7039641504353091584,текст,тексты,Moscow|Махабхарата,1,2021
7017778142640078848,перевод_вопрос,переводы_и_издания,,3,2021
7046275146068262912,курс_практикум,организация_группы,,1,2021
7040377927201980416,книга,книги_и_раздача,,1,2021
7051155162613678080,разное,прочее,Аштадхьяи,7,2022
7035729501799579648,учебник,грамматика,Tatyana Elizarenkova|Ригведа,2,2021
7030247006276681728,разное,прочее,,3,2021
7018722815923716096,словарь,лексикография,,1,2021
7039348346918535168,билингва_английский,переводы_и_издания,,2,2021
7026352578503901184,текст,тексты,Пураны|Упанишады,3,2021
7035171449761431552,разное,прочее,,12,2021
7020328322052653056,словарь,лексикография,GitHub,7,2021
7028451087116926976,разное,прочее,Varanasi|Махабхарата,6,2021
7029625116243787776,шрифт,инструменты,,2,2021
7053674781498933248,курс_практикум,организация_группы,,6,2022
7017737988404674560,этимология,лексикография,Аштадхьяи,2,2021
7036458312224735232,словарь,лексикография,,3,2021
7060026997107326976,индия_путешествие,история_и_культура,,1,2022
6954388509577707520,разное,прочее,,1,2021
7003493858066563072,разное,прочее,,2,2021
6975768299282890752,традиция_философия,история_и_культура,,1,2021
7004351362236416000,учебник,грамматика,,1,2021
6974232778468491264,встреча_событие,организация_группы,,3,2021
6955467311598796800,книга,книги_и_раздача,,3,2021
6975955310464729088,панини,грамматика,Pāṇini|Аштадхьяи,2,2021
7010457272051564544,учебник,грамматика,Tatyana Elizarenkova,4,2021
6999256369141383168,разное,прочее,,2,2021
7001582937332252672,текст,тексты,Śaṅkara|Бхагавад-гита|Пураны,12,2021
6953213212002091008,спряжение_глагол,грамматика,Patañjali,2,2021
6949157114876002304,учебник,грамматика,,1,2021
6982058448402776064,текст,тексты,Бхагавад-гита|Махабхарата,12,2021
6956983302999769088,администрирование_группы,организация_группы,,3,2021
6987621659980070912,билингва_английский,переводы_и_издания,,1,2021
6954822816176799744,сандхи_фонетика,грамматика,Wikipedia,6,2021
7011426992823205888,сайт,инструменты,,2,2021
7000443396554752000,разное,прочее,,1,2021
6953884244403814400,разное,прочее,,6,2021
7003948910350696448,учебник,грамматика,Tatyana Elizarenkova,1,2021
7000297596762718208,книга,книги_и_раздача,,1,2021
6952457974871752704,словарь,лексикография,Moscow,1,2021
6967783953526685696,курс_практикум,организация_группы,,1,2021
6984804873946529792,персона_ученый,история_и_культура,Ferdinand Knauer,2,2021
6980773102207631360,текст,тексты,Бхагавад-гита|Упанишады,7,2021
6960720486236946432,этимология,лексикография,,1,2021
6990343085379026944,книга,книги_и_раздача,,3,2021
6998474440122040320,сайт,инструменты,,2,2021
6977511592759918592,разное,прочее,,1,2021
7005547918306312192,склонение_падеж,грамматика,,9,2021
7004754682249740288,комментарии_ачарьи,тексты,,5,2021
6977444383106793472,разное,прочее,,1,2021
6974767382811115520,книга,книги_и_раздача,Saint Petersburg,1,2021
7005966908397715456,учебник,грамматика,,3,2021
6955381889561526272,чтение,тексты,,10,2021
7000230670660272128,панини,грамматика,,1,2021
6983734800160915456,сандхи_фонетика,грамматика,,2,2021
6953996328511733760,знакомство,организация_группы,,4,2021
6984677687081041920,шрифт,инструменты,,4,2021
6949617651028066304,разное,прочее,,3,2021
6983158836155645952,словарь,лексикография,Аштадхьяи,3,2021
6960976907497111552,шрифт,инструменты,,4,2021
6962769922700083200,текст,тексты,,1,2021
6961016034430025728,словарь,лексикография,Махабхарата,2,2021
6985689589096644608,шрифт,инструменты,,1,2021
6979696052477624320,разное,прочее,Pāṇini,3,2021
6987023849594290176,текст,тексты,Andrey Zaliznyak|Patañjali|Wikipedia|Бхагавад-гита,21,2021
6978143322742194176,разное,прочее,Wikipedia,3,2021
6965401416307310592,разное,прочее,,1,2021
6991055827419267072,этимология,лексикография,Dropbox,5,2021
6993677270523052032,текст,тексты,Упанишады,4,2021
6980350944677462016,этимология,лексикография,Pāṇini,9,2021
6961401748970799104,учебник,грамматика,Moscow|Patañjali|Pāṇini|Saint Petersburg,3,2021
6991065418897031168,разное,прочее,,1,2021
6954711720552038400,сандхи_фонетика,грамматика,,7,2021
6982710457821822976,учебник,грамматика,,1,2021
6985485723913682944,pdf,инструменты,Wikipedia,2,2021
7005244788589985792,словарь,лексикография,DCS,7,2021
6948879037715447808,спряжение_глагол,грамматика,,3,2021
6996355876581801984,словарь,лексикография,Wikipedia,5,2021
6982795587661856768,разное,прочее,Аштадхьяи,7,2021
7010682875699789824,разное,прочее,,1,2021
6969508883725287424,разное,прочее,,1,2021
6991161264064954368,разное,прочее,GitHub|Patañjali|Ригведа,8,2021
6967074870092890112,словарь,лексикография,,2,2021
6984724860612116480,спряжение_глагол,грамматика,,3,2021
6949189413543870464,панини,грамматика,,3,2021
7001757177109020672,книга,книги_и_раздача,Упанишады,3,2021
7006376820562984960,учебник,грамматика,,2,2021
7008210033254072320,книга,книги_и_раздача,,1,2021
6983217520345874432,учебник,грамматика,,1,2021
6968499938658353152,сандхи_фонетика,грамматика,,3,2021
6955038836246183936,спряжение_глагол,грамматика,,1,2021
6971495956144455680,книга,книги_и_раздача,,1,2021
7009594392529862656,словарь,лексикография,Ferdinand Knauer|Georg Bühler,5,2021
7007119340252168192,учебник,грамматика,Пураны,1,2021
6988190702101331968,словарь,лексикография,,1,2021
6975952567233675264,панини,грамматика,Pāṇini,1,2021
7005877855992152064,книга,книги_и_раздача,,1,2021
6983689148429238272,разное,прочее,,1,2021
6999947951265021952,словарь,лексикография,Moscow|Махабхарата|Рамаяна,2,2021
6967860001315487744,текст,тексты,Бхагавад-гита|Пураны,7,2021
6975434968689278976,разное,прочее,,3,2021
6985425084746825728,разное,прочее,Pāṇini|Аштадхьяи|Ригведа,22,2023
6954370936138104832,стотра_гимн,тексты,Dropbox,4,2021
6988003626533781504,книга,книги_и_раздача,,8,2021
7002655248966746112,книга,книги_и_раздача,,5,2021
7003317916707848192,курс_практикум,организация_группы,,4,2021
6972502629821710336,разное,прочее,Monier-Williams|Rudolph Roth|Ригведа,21,2021
7012862169480953856,сравнительное_языкознание,лексикография,,1,2021
7000628680763375616,комментарии_ачарьи,тексты,,1,2021
7009924643578445824,комментарии_ачарьи,тексты,Śaṅkara,4,2021
7010326423854383104,курс_практикум,организация_группы,,2,2021
6995986506385981440,разное,прочее,,3,2021
6991408152672468992,билингва_английский,переводы_и_издания,Pune|Varanasi|Śaṅkara,1,2021
7006913989012619264,текст,тексты,Pāṇini|Tatyana Elizarenkova,72,2021
6962095711119736832,книга,книги_и_раздача,,1,2021
6984679982396080128,словарь,лексикография,Dropbox|Moscow,6,2021
6999726916258234368,разное,прочее,,2,2021
6890209838949728256,словарь,лексикография,DCS|Georg Bühler,2,2020
6852586567157940224,билингва_английский,переводы_и_издания,Delhi,2,2020
6934639280627122176,словарь,лексикография,,2,2021
6902503273127739392,словарь,лексикография,,6,2020
6892693851778056192,словарь,лексикография,,2,2020
6916763513255886848,учебник,грамматика,,1,2021
6945394562862940160,словарь,лексикография,,1,2021
6921248303338225664,словарь,лексикография,Бхагавад-гита|Пураны,1,2021
6939887872439746560,словарь,лексикография,,1,2021
6881835829148254208,разное,прочее,Аштадхьяи,7,2020
6927131259883749376,текст,тексты,,2,2021
6948449663115591680,панини,грамматика,Pāṇini,1,2021
6945140045418332160,словарь,лексикография,,3,2021
6935760873863512064,разное,прочее,,3,2021
6895305831846248448,словарь,лексикография,Ferdinand Knauer|Аштадхьяи,63,2020
6862876752875618304,йога_васиштха,тексты,,6,2020
6945178089010757632,текст,тексты,Бхагавад-гита|Махабхарата,7,2021
6914557556554727424,учебник,грамматика,,1,2021
6920153780870709248,словарь,лексикография,,1,2021
6867870973605969920,словарь,лексикография,,1,2020
6899927154740428800,панини,грамматика,Pāṇini|Аштадхьяи|Махабхарата,2,2020
6860932235728519168,книга,книги_и_раздача,Бхагавад-гита,2,2020
6945917940881424384,разное,прочее,,3,2021
6916098271005900800,словарь,лексикография,Cappeller Sanskrit-English Dictionary|Carl Cappeller|Grosses Petersburger Wörterbuch,5,2021
6911658609422106624,словарь,лексикография,Monier-Williams|Patañjali,3,2021
6916130436158586880,словарь,лексикография,Georg Bühler,1,2021
6864960388646043648,книга,книги_и_раздача,Ригведа,1,2020
6885276217368379392,словарь,лексикография,Horace Hayman Wilson|Wikipedia|Wilson Sanskrit-English Dictionary,8,2021
6938285116425764864,синтаксис,грамматика,,1,2021
6864082155628134400,разное,прочее,Wikipedia,6,2020
6901951314285035520,разное,прочее,,4,2021
6918014969664503808,сандхи_фонетика,грамматика,Pāṇini,15,2021
6948445673506209792,панини,грамматика,Monier-Williams|Patañjali|Śaṅkara,6,2021
6935789697385889792,книга,книги_и_раздача,,1,2021
6910166168908070912,книга,книги_и_раздача,,1,2020
6912828965601148928,разное,прочее,,4,2021
6948836391292764160,книга,книги_и_раздача,,2,2021
6924661546299686912,книга,книги_и_раздача,,1,2021
6861180522950819840,учебник,грамматика,,1,2020
6913493037392855040,текст,тексты,Ригведа,7,2021
6947730079263752192,словарь,лексикография,,2,2021
6935471254388342784,текст,тексты,Бхагавад-гита,4,2021
6920550456606326784,словарь,лексикография,Monier-Williams|Vācaspatyam|Пураны,12,2021
6898004525169246208,словарь,лексикография,,1,2020
6914343553488388096,персона_ученый,история_и_культура,Grosses Petersburger Wörterbuch|Otto Böhtlingk,4,2021
6863613371258765312,разное,прочее,,2,2020
6943545404116959232,программа_приложение,инструменты,,5,2021
6890121328445095936,разное,прочее,,1,2020
6921417906134712320,книга,книги_и_раздача,,10,2021
6940312857358630912,книга,книги_и_раздача,Saint Petersburg|Махабхарата,1,2021
6939229345232715776,книга,книги_и_раздача,,1,2021
6940494129425022976,панини,грамматика,Pāṇini,1,2021
6943281500263546880,учебник,грамматика,,3,2021
6929468253543596032,словарь,лексикография,Monier-Williams|Śaṅkara,1,2021
6925312449111392256,текст,тексты,,3,2021
6900902144985006080,встреча_событие,организация_группы,Moscow,2,2020
6859263009226752000,разное,прочее,,5,2020
6927937049450250240,учебник,грамматика,,1,2021
6910134378395860992,разное,прочее,Wikipedia,19,2021
6863133057467023360,разное,прочее,,2,2020
6885640575637258240,разное,прочее,,1,2020
6872245128203862016,панини,грамматика,Patañjali,2,2020
6942823971549085696,текст,тексты,,2,2021
6933197175418519552,книга,книги_и_раздача,,1,2021
6919061151149981696,перевод_вопрос,переводы_и_издания,Apte Practical Sanskrit-English Dictionary|Monier-Williams|Vaman Shivram Apte|Аштадхьяи|Махабхарата|Ригведа,141,2023
6889755583603277824,разное,прочее,,1,2020
