network_type,source_author,target_author,topic,thread_count,evidence
co_participation,Alfred Hiltebeitel,Arjuna S R,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,mhcrxlc at dir.mcc.ac.uk,vidya at cco.caltech.edu,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,mhcrxlc at dir.mcc.ac.uk,suresh at bocaraton.ibm.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,hal_computer at earthlink.net,vidya at cco.caltech.edu,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,hal_computer at earthlink.net,suresh at bocaraton.ibm.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Arjuna S R,Walter Slaje,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Arjuna S R,Valerie Roebuck,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Arjuna S R,"Uskokov, Aleksandar",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Arjuna S R,Roland Steiner,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Arjuna S R,Robert Zydenbos,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Arjuna S R,Pramod Ranjan,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Arjuna S R,Joanna Jurewicz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Arjuna S R,Jan E.M. Houben,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Arjuna S R,"Hock, Hans Henrich",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Arjuna S R,Girish Jha,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Arjuna S R,Dániel Balogh,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Arjuna S R,Christian Ferstl,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Amba Kulkarni,Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Amba Kulkarni,Walter Slaje,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Amba Kulkarni,Roland Steiner,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Amba Kulkarni,Pramod Ranjan,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jan E.M. Houben,Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jan E.M. Houben,Pramod Ranjan,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Hock, Hans Henrich",Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Hock, Hans Henrich",Pramod Ranjan,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Girish Jha,Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Girish Jha,"Uskokov, Aleksandar",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Girish Jha,Pramod Ranjan,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Dániel Balogh,Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Dániel Balogh,Robert Zydenbos,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Dániel Balogh,Pramod Ranjan,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christophe Vielle,Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christophe Vielle,Pramod Ranjan,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christian Ferstl,Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christian Ferstl,Robert Zydenbos,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christian Ferstl,Pramod Ranjan,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Arjuna S R,Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Prashanth Kumar A.K.,mhcrxlc at dir.mcc.ac.uk,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Prashanth Kumar A.K.,hal_computer at earthlink.net,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Prashanth Kumar A.K.,alfredo at sunny.mpimf-heidelberg.mpg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Prashanth Kumar A.K.,Srinivas Sunder,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Prashanth Kumar A.K.,Richard Salomon,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Paliath Narendran,vidya at cco.caltech.edu,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Paliath Narendran,suresh at bocaraton.ibm.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Paliath Narendran,mhcrxlc at dir.mcc.ac.uk,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Paliath Narendran,hal_computer at earthlink.net,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Paliath Narendran,alfredo at sunny.mpimf-heidelberg.mpg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Paliath Narendran,Richard Salomon,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Nagaraj Paturi,Pramod Ranjan,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Madhav Deshpande,Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Madhav Deshpande,Pramod Ranjan,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Joanna Jurewicz,Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Joanna Jurewicz,Pramod Ranjan,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Valerie Roebuck,Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Uskokov, Aleksandar",Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Uskokov, Aleksandar",Valerie Roebuck,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Roland Steiner,Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Robert Zydenbos,Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Pramod Ranjan,Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
