thread_root_id,slug,year,month,thread_subject,message_count,author_count,primary_topic,authors
045347,2017-March,2017,3,Query,15,9,General scholarly discussion,"Anna Martin | Christophe Vielle | Dominik Wujastyk | Klaus Karttunen | Madhav Deshpande | Matthew Kapstein | Nick Allen | Olivelle, J P | Tieken, H.J.H."
045354,2017-March,2017,3,university jobs,1,1,General scholarly discussion,Dominik Wujastyk
045356,2017-March,2017,3,Indian Ethics: please submit to PhilPapers (apologies for cross posting),2,1,General scholarly discussion,Shyam Ranganathan
045357,2017-March,2017,3,Purus are original inhabitants of Core RgVedic Area...,1,1,General scholarly discussion,Dr. Debabrata Chakrabarti
045360,2017-March,2017,3,pdf search,1,1,Bibliographic requests,Matthew Kapstein
045361,2017-March,2017,3,earliest attested mudras in South Asia?,1,1,History and culture,Dean Michael Anderson
045362,2017-March,2017,3,pravesha,8,5,General scholarly discussion,Martin Gansten | Matthew Kapstein | Nagaraj Paturi | Seishi Karashima | michael baltutis
045369,2017-March,2017,3,New book publication: Hindu Pluralism,6,5,General scholarly discussion,Artur Karp | ELAINE FISHER | Jan E.M. Houben | Jeffery Long | Nagaraj Paturi
045383,2017-March,2017,3,Leiden Summer School 2017,1,1,Announcements and events,peter bisschop
045384,2017-March,2017,3,pdf article request,2,1,Bibliographic requests,Elliot Stern
045386,2017-March,2017,3,Malaipaṭukaṭām102,5,2,General scholarly discussion,"Sudalaimuthu Palaniappan | Tieken, H.J.H."
045387,2017-March,2017,3,"CONF: ""Self and Attention: Cross-Cultural Perspectives, "" Annual Ratio Conference, 22 April 2017, University of Reading",6,2,Announcements and events,"Collins, Brian | Shalini Sinha"
045388,2017-March,2017,3,New Book announcement IDICSEP 5 Proceedings),5,2,General scholarly discussion,"Collins, Brian | John Brockington"
045389,2017-March,2017,3,Frauwallner article request,2,2,Bibliographic requests,Paul Hackett | Ulrich Timme Kragh
045391,2017-March,2017,3,Mrchhakatika commentary By Srinivasacharya,1,1,Texts and philology,Krishnaprasad G
045396,2017-March,2017,3,Question,1,1,General scholarly discussion,Madhav Deshpande
045397,2017-March,2017,3,Sanskrit @ Harvard Summer School,5,2,Announcements and events,"Collins, Brian | Witzel, Michael"
045411,2017-March,2017,3,Jñānam Eva Jayate,2,2,General scholarly discussion,Jesse Knutson | Robert Goldman
045413,2017-March,2017,3,Candragomin’s etymological definition of jñāna,1,1,General scholarly discussion,David and Nancy Reigle
045414,2017-March,2017,3,PDF scan copy,2,2,Bibliographic requests,David Pierdominici | Krishnaprasad G
045415,2017-March,2017,3,Centre of Jaina Studies Publications & Events 17-18 March 2017,1,1,Buddhism and Jainism,Peter Flugel
045418,2017-March,2017,3,Arthasangraha Mahadeva Paranjape PDF,3,2,Bibliographic requests,Krishnaprasad G | Madhav Deshpande
045421,2017-March,2017,3,A Reference from N.N. Bhattacharyya (1982),1,1,Bibliographic requests,Paolo Eugenio Rosati
045422,2017-March,2017,3,Special issue on Logic and Religion,1,1,History and culture,HdGoswami
045423,2017-March,2017,3,Albrecht Weber archive at the LoC,1,1,General scholarly discussion,Dominik Wujastyk
045424,2017-March,2017,3,Acta Asiatica---Call for papers,1,1,Announcements and events,Rafal Kleczek
045425,2017-March,2017,3,quote search,4,3,General scholarly discussion,Matthew Kapstein | Valerie Roebuck | patrick mccartney
045428,2017-March,2017,3,quote search,7,5,General scholarly discussion,Jean-Luc Chevillard | Matthew Kapstein | Stella Sandahl | Valerie Roebuck | alakendu das
045430,2017-March,2017,3,GRETIL update #479,1,1,Digital resources and tools,"Mehner, Maximilian | GRETIL"
045433,2017-March,2017,3,vyūha images,1,1,General scholarly discussion,Jesse Knutson
045434,2017-March,2017,3,"Update on Yoga Studies Summer School 2017 @ Jagiellonian University - Kraków, Poland",1,1,Announcements and events,Elizabeth De Michelis
045435,2017-March,2017,3,Source of astrological quotation,1,1,General scholarly discussion,Martin Gansten
045436,2017-March,2017,3,Bhaṭṭikāvya Mallinātha soft copy,1,1,Bibliographic requests,Jesse Knutson
045437,2017-March,2017,3,अनुगृहीतो ऽस्मि,1,1,General scholarly discussion,Jesse Knutson
045441,2017-March,2017,3,Buddhasvamin,1,1,General scholarly discussion,hellwig7 at gmx.de
045442,2017-March,2017,3,"Workshop “The Future of Digital Texts in South Asian Studies / A SARIT Workshop”, IKGA, Vienna, May 22-24, 2017",1,1,Announcements and events,Patrick McAllister
045443,2017-March,2017,3,BhP 10.333.31 and the Bhāgavata Purāṇa's date,10,4,Texts and philology,David and Nancy Reigle | Nagaraj Paturi | Sudalaimuthu Palaniappan | Suresh Kolichala
045449,2017-March,2017,3,SK XML version 1.8.4,1,1,Digital resources and tools,dhaval patel
045450,2017-March,2017,3,Book Announcement,1,1,General scholarly discussion,Jeffery Long
045451,2017-March,2017,3,Pdf request - Kālītantra,1,1,Bibliographic requests,Chiara Policardi
045452,2017-March,2017,3,Calcutta Review,2,2,General scholarly discussion,Arlo Griffiths | Joel Eugene Bordeaux
045453,2017-March,2017,3,ECSAS 2018 in Paris - Call for Panels,1,1,General scholarly discussion,Voix Raphael
045455,2017-March,2017,3,(Another) pdf request - Masked Ritual,3,2,Bibliographic requests,Chiara Policardi | Dominik Wujastyk
045458,2017-March,2017,3,Alpamṛtyu,5,3,General scholarly discussion,Martin Gansten | Nagaraj Paturi | alakendu das
045464,2017-March,2017,3,Periyachi Amman,2,2,General scholarly discussion,Jean-Luc Chevillard | Joel Bordeaux
045467,2017-March,2017,3,Article request,2,1,Bibliographic requests,Paolo Eugenio Rosati
045469,2017-March,2017,3,Coincidence,1,1,General scholarly discussion,Artur Karp
045470,2017-March,2017,3,"Call for Papers: University of Toronto's Graduate Conference on South Asian Religions, Oct. 5th-6th, 2017",1,1,Announcements and events,Jonathan Peterson
045471,2017-March,2017,3,The Raj,4,3,General scholarly discussion,Howard Resnick | Jonathan Silk | Nagaraj Paturi
045477,2017-March,2017,3,New Publication,1,1,General scholarly discussion,Greg Bailey
045478,2017-March,2017,3,ATTANTYA ABHAVA -Revisited,1,1,General scholarly discussion,alakendu das
045479,2017-March,2017,3,Gerrit Jan Meulenbeld (28/5/1928 - 26/3/2017),6,6,General scholarly discussion,Dagmar Wujastyk | Dominik Wujastyk | Jan E.M. Houben | Kenneth Gregory Zysk | peter bisschop | yanom at cc.kyoto-su.ac.jp
045481,2017-March,2017,3,Miniature paintings,2,2,General scholarly discussion,Camillo Formigatti | Jon Skarpeid
045484,2017-March,2017,3,Academic Director of the Oxford Centre for Hindu Studies,1,1,General scholarly discussion,Rembert Lutjeharms
045489,2017-March,2017,3,"Berggruen Postdoc fellowship in Indian Philosophy 2017-2019, advert and further particulars",1,1,Announcements and events,"Ram-Prasad, Chakravarthi"
045490,2017-March,2017,3,Tantraratna Parthasarathi Misra PDF vol 2 & 3,3,1,Bibliographic requests,Krishnaprasad G
045493,2017-March,2017,3,The Frits Staal memorial volume has just been published,1,1,General scholarly discussion,George Thompson
045494,2017-March,2017,3,Converting Gretil formats to devanāgarī,3,3,Digital resources and tools,"McComas Taylor | Mehner, Maximilian | GRETIL | Michael Slouber"
045497,2017-March,2017,3,GRETIL update #480,1,1,Digital resources and tools,"Mehner, Maximilian | GRETIL"
045498,2017-March,2017,3,Some job advertisements,1,1,Announcements and events,Dominik Wujastyk
045499,2017-April,2017,4,new book available: The Cambridge Introduction to Sanskrit,1,1,General scholarly discussion,Antonia Ruppel
045500,2017-April,2017,4,https://catalog.hathitrust.org/Record/001254766,1,1,Manuscripts and epigraphy,Arlo Griffiths
045501,2017-April,2017,4,less well-known Gītagovinda translations,15,12,General scholarly discussion,"Balogh Dániel | Bruno Lo Turco | Camillo Formigatti | Christophe Vielle | Csaba Dezso | Jan E.M. Houben | Jesse Knutson | Lubomír Ondračka | Matthew Kapstein | Peter Wyzlic | Tieken, H.J.H. | Walter Slaje"
045505,2017-April,2017,4,Question,4,3,General scholarly discussion,Georges PINAULT | Madhav Deshpande | Walter Slaje
045507,2017-April,2017,4,World Sanskrit Conference 2018 Paper/Panel Abstract Submission is NOW OPEN,1,1,Announcements and events,Adheesh Sathaye
045509,2017-April,2017,4,thanks to everyone for info about Gītagovinda transltions,1,1,General scholarly discussion,Jesse Knutson
045520,2017-April,2017,4,"Conference Reminder: ""Self and Attention: Cross-Cultural Perspectives, "" 22 April, University of Reading",1,1,Announcements and events,Shalini Sinha
045522,2017-April,2017,4,"""Gītagovinda: Towards a Total Understanding""",8,5,General scholarly discussion,Christophe Vielle | Jesse Knutson | Matthew Kapstein | Nagaraj Paturi | Walter Slaje
045526,2017-April,2017,4,Book Announcement,1,1,General scholarly discussion,(Maitreya) Borayin Larios
045531,2017-April,2017,4,Sanskrit Reading Room Summer Schedule,1,1,General scholarly discussion,Avni Chag
045533,2017-April,2017,4,Embodying the Vedas,1,1,General scholarly discussion,(Maitreya) Borayin Larios
045534,2017-April,2017,4,Exemplary translations/versions of the Gītagovinda in South Asian Languages,1,1,General scholarly discussion,Jesse Knutson
045535,2017-April,2017,4,Cambridge University Library collections of Sanskrit manuscripts and their impact on research,1,1,General scholarly discussion,Camillo Formigatti
045536,2017-April,2017,4,The Messenger in Sanskrit Inscriptions (Publication Announcement),2,1,General scholarly discussion,Walter Slaje
045537,2017-April,2017,4,DIPAVAMSA-AUTHOUR,1,1,General scholarly discussion,alakendu das
045538,2017-April,2017,4,New publication: Buddhist Manuscripts in the Schøyen Collection IV,1,1,General scholarly discussion,Stefan Baums
045539,2017-April,2017,4,Help with Ramayana,8,4,Texts and philology,Camillo Formigatti | Howard Resnick | John Brockington | Nagaraj Paturi
045542,2017-April,2017,4,Miniature paintings,12,12,Texts and philology,"Allen Thrasher | Benjamin Fleming | Dominik Wujastyk | George Thompson | Howard Resnick | Joanna Jurewicz | Joydeep | Madhav Deshpande | Niranjan Saha | Tieken, H.J.H. | edbryant at rci.rutgers.edu | jemhouben at gmail.com"
045543,2017-April,2017,4,DIPAVAMSA-AUTHOUR,1,1,General scholarly discussion,alakendu das
045545,2017-April,2017,4,question about mixed oral/manuscript transmission,10,5,Manuscripts and epigraphy,Arlo Griffiths | George Hart | Jan E.M. Houben | Manu Francis | Nagaraj Paturi
045549,2017-April,2017,4,PDF copy,1,1,Bibliographic requests,David Pierdominici
045553,2017-April,2017,4,Programme details for Symposium on History of Science in India,2,2,Announcements and events,Clemency Montelle | Toke Knudsen
045554,2017-April,2017,4,"Ranajit Sarkar's ""Gītagovinda: Towards a Total Understanding""",2,2,General scholarly discussion,Arlo Griffiths | Jesse Knutson
045555,2017-April,2017,4,(no subject),1,1,General scholarly discussion,Dipak Bhattacharya
045560,2017-April,2017,4,Pratap Bhanu Mehta on Indic education,1,1,General scholarly discussion,Alex Watson
045567,2017-April,2017,4,Distribution of meat as prasad,1,1,General scholarly discussion,patrick mccartney
045568,2017-April,2017,4,Buddhavacanam,16,9,General scholarly discussion,"Antonio Ferreira-Jardim | Christophe Vielle | Clough, Bradley | David and Nancy Reigle | Dominik Wujastyk | Eltschinger, Vincent | Lubomír Ondračka | Stella Sandahl | alakendu das"
045569,2017-April,2017,4,Laghusiddhānta kaumudī (Ballantyne) - online reference available,1,1,Bibliographic requests,Martin Gluckman
045570,2017-April,2017,4,Seeking a high quality scan of Vasu’s Aṣṭādhyāyī and Siddhāntakaumudī,1,1,Bibliographic requests,Martin Gluckman
045571,2017-April,2017,4,Laghusiddhānta kaumudī (Ballantyne)/Kanshi Ram,1,1,General scholarly discussion,R. P. Jain
045572,2017-April,2017,4,kaṣāya,3,3,General scholarly discussion,Dominik Wujastyk | Jeffery Long | Madhav Deshpande
045575,2017-April,2017,4,"CONF: Final Reminder, ""Self and Attention: Cross-Cultural Perspectives, "" 22 April, University of Reading",1,1,General scholarly discussion,Shalini Sinha
045577,2017-April,2017,4,Inability to see romanised (transliterated text with diacritics) Sanskrit in my emails.,5,4,Texts and philology,"AJ Misra | Adheesh Sathaye | Dominik Wujastyk | Lubin, Tim"
045584,2017-April,2017,4,Laghusiddhānta kaumudī (Ballantyne) - online reference available,1,1,Bibliographic requests,Martin Gluckman
045585,2017-April,2017,4,Request for Pdfs,1,1,Bibliographic requests,Niranjan Saha
045591,2017-April,2017,4,Pdf request,1,1,Bibliographic requests,Chiara Policardi
045592,2017-April,2017,4,Manuscripts on My Mind,1,1,General scholarly discussion,Dominik Wujastyk
045596,2017-April,2017,4,Quick Buddhism Question: Trikāya and Trisvabhāva,3,2,General scholarly discussion,Jeffery Long | Matthew Kapstein
045605,2017-April,2017,4,bhikkhu - monk,1,1,General scholarly discussion,Artur Karp
045607,2017-April,2017,4,Sanskrit literature in numbers,12,4,General scholarly discussion,Camillo Formigatti | Dagmar Wujastyk | Dominik Wujastyk | Hartmut Buescher
045610,2017-April,2017,4,two papers on Mohenjo Daro - a request,1,1,Bibliographic requests,Piotr Balcerowicz
045611,2017-April,2017,4,Job opportunity at the University of Exeter,1,1,Announcements and events,Rupert Gethin
045621,2017-April,2017,4,Call for papers: IIGRS 9 at Ghent University,1,1,Announcements and events,sander hens
045623,2017-April,2017,4,My retirement,2,2,General scholarly discussion,Madhav Deshpande | Nagaraj Paturi
045627,2017-April,2017,4,Female name Bhaayi?,19,7,General scholarly discussion,Ashok Aklujkar | Christophe Vielle | Greg Bailey | Madhav Deshpande | Martin Gansten | Matthew Kapstein | Nagaraj Paturi
045643,2017-April,2017,4,Female name Bhaayi?,1,1,General scholarly discussion,Antonia Ruppel
045646,2017-April,2017,4,(text request) Prabandhacintāmaṇi,2,1,Bibliographic requests,Jesse Knutson
045652,2017-April,2017,4,IMPORTANT on NEH and AIIS Funding & Budget!,4,3,General scholarly discussion,"Clough, Bradley | Dominik Wujastyk | Matthew Kapstein"
045654,2017-April,2017,4,The Significance of the Iṅgudī Tree?,2,2,General scholarly discussion,Jonathan Peterson | Madhav Deshpande
045657,2017-April,2017,4,Call for papers for the journal Śodhanidhiḥ,1,1,Announcements and events,Dominik Wujastyk
045659,2017-April,2017,4,Request for Pdf (William Pinch),4,3,Bibliographic requests,Antonio Ferreira-Jardim | Lubomír Ondračka | Niranjan Saha
045662,2017-April,2017,4,Significance of the Iṅgudī tree,1,1,General scholarly discussion,naresh keerthi
045664,2017-April,2017,4,"Renou, Écoles",16,12,General scholarly discussion,"Alfred Hiltebeitel | Arlo Griffiths | Asko Parpola | George Thompson | Harry Spier | Hock, Hans Henrich | Howard Resnick | Jan E.M. Houben | Lubomír Ondračka | Madhav Deshpande | Robert Zydenbos | Valerie Roebuck"
045665,2017-April,2017,4,Name,1,1,General scholarly discussion,Howard Resnick
045676,2017-April,2017,4,śastyayana,2,1,General scholarly discussion,Samuel Wright
045678,2017-April,2017,4,T. N. Dharmadhikari's Taittiriya Samhita,2,2,General scholarly discussion,David and Nancy Reigle | Harry Spier
045681,2017-April,2017,4,New e-texts added to the Muktabodha Digital Library,1,1,Digital resources and tools,Harry Spier
045682,2017-April,2017,4,ARTICLE REQUEST,1,1,Bibliographic requests,Paolo Eugenio Rosati
045683,2017-April,2017,4,Rāja Yudhiṣṭhira,2,1,General scholarly discussion,"McGrath, Kevin"
045685,2017-April,2017,4,More e-texts added to Muktabodha digital library,2,2,Digital resources and tools,Alfred Hiltebeitel | Harry Spier
045686,2017-April,2017,4,Dharaṇīkośa of Dharaṇīdāsa,1,1,General scholarly discussion,naresh keerthi
045688,2017-April,2017,4,Request for an article by O. Strauss.,1,1,Bibliographic requests,Philipp Maas
045692,2017-April,2017,4,Many thanks for providing a PDF,1,1,Bibliographic requests,philipp.a.maas
045696,2017-April,2017,4,"Renou, Écoles on archive.org",1,1,General scholarly discussion,Arlo Griffiths
045697,2017-May,2017,5,Request for Pdf (Hegel's Bhagavadgita),3,2,Bibliographic requests,Matthew Kapstein | Niranjan Saha
045699,2017-May,2017,5,T. N. Dharmadhikari's Taittiriya Samhita,1,1,General scholarly discussion,Dominik Wujastyk
045700,2017-May,2017,5,New e-texts added to the Muktabodha Digital Library,1,1,Digital resources and tools,Dominik Wujastyk
045701,2017-May,2017,5,"Renou, Écoles",1,1,General scholarly discussion,George Thompson
045702,2017-May,2017,5,Natyasastra,6,3,General scholarly discussion,Harry Spier | Kenneth Gregory Zysk | Lubomír Ondračka
045707,2017-May,2017,5,A novel Sanskrit input tool for Mac,1,1,General scholarly discussion,Martin Gluckman
045709,2017-May,2017,5,PDF request: Spolia Zeylanica 36.1 (1981),2,2,Bibliographic requests,"Clough, Bradley | bhikkhunī Dhammadinnā"
045710,2017-May,2017,5,Position: Buddhist Studies Research Scholar at BDRC,1,1,Announcements and events,DC Lammerts
045712,2017-May,2017,5,Pandit R. Varada Desikan,1,1,General scholarly discussion,Manu Francis
045713,2017-May,2017,5,Article request,2,1,Bibliographic requests,Péter-Dániel Szántó
045715,2017-May,2017,5,Buddhasrijnana's Abhisamaya commentary,18,9,Texts and philology,"Ashok Aklujkar | Birgit Kellner | Clarke, Shayne | David and Nancy Reigle | Jonathan Silk | Madhav Deshpande | Matthew Kapstein | Paul Hackett | Péter-Dániel Szántó"
045719,2017-May,2017,5,Relaunch of e-journal - Asian Literature and Translation,1,1,Texts and philology,James Hegarty
045720,2017-May,2017,5,devanagari in latex using an emacs editor,1,1,General scholarly discussion,BG
045721,2017-May,2017,5,"""Puspika""",6,3,General scholarly discussion,Nagaraj Paturi | Péter-Dániel Szántó | Tyler Williams
045725,2017-May,2017,5,Seeking scan of GRV pages,1,1,Bibliographic requests,Will Tuladhar Douglas
045730,2017-May,2017,5,Tracing a verse in the Purāṇas,8,5,General scholarly discussion,Christophe Vielle | David and Nancy Reigle | Harry Spier | Madhav Deshpande | Matthew Kapstein
045731,2017-May,2017,5,"Babloo, the Cat",3,2,General scholarly discussion,Antonia Ruppel | Madhav Deshpande
045734,2017-May,2017,5,"Reminder—Call for Papers: Graduate Conference on South Asian Religions, University of Toronto",1,1,Announcements and events,Jonathan Peterson
045735,2017-May,2017,5,PDF request: de Silva 1981 (Spolia Zeylanica),1,1,Bibliographic requests,bhikkhunī Dhammadinnā
045736,2017-May,2017,5,Vimānārcanākalpaḥ,2,1,General scholarly discussion,Dominik Wujastyk
045741,2017-May,2017,5,Indrajālavidyāsaṁgraha,3,2,General scholarly discussion,Artur Karp | Dominik Wujastyk
045745,2017-May,2017,5,Raghunandana’s Tithitattva,4,2,General scholarly discussion,Fabrizio Ferrari | Lubomír Ondračka
045750,2017-May,2017,5,Ismail Jogi mantra,1,1,General scholarly discussion,Artur Karp
045753,2017-May,2017,5,Summer Sanskrit @ harvard,1,1,General scholarly discussion,"Witzel, Michael"
045754,2017-May,2017,5,Udbhaṭa/Bhāmaha,1,1,General scholarly discussion,Jesse Knutson
045755,2017-May,2017,5,Vimānārcanākalpaḥ,1,1,General scholarly discussion,Dominik Wujastyk
045756,2017-May,2017,5,thanks to Andrew Ollett,1,1,General scholarly discussion,Jesse Knutson
045761,2017-May,2017,5,​ Indrajālavidyāsaṁgraha,2,2,General scholarly discussion,Ajit Gargeshwari | Dominik Wujastyk
045763,2017-May,2017,5,"The Vedic ""Sādhyas""",3,2,Veda and ritual,Jan E.M. Houben | Ofer Peres
045766,2017-May,2017,5,Font?,16,6,Digital resources and tools,"Artur Karp | James Hartzell | Jonathan Silk | Lindquist, Steven | Madhav Deshpande | Richard Mahoney | Indica et Buddhica"
045780,2017-May,2017,5,Transliteration font for vedic sanskrit with accents,1,1,Digital resources and tools,Harry Spier
045785,2017-May,2017,5,The Study of Indian Religions in Latin America,1,1,General scholarly discussion,Gabriel Martino
045790,2017-May,2017,5,New Issue of eJIM (eJournal of Indian Medicine),2,2,History and culture,Dominik Wujastyk | Roelf Barkhuis
045791,2017-May,2017,5,GRETIL update #481,1,1,Digital resources and tools,"Mehner, Maximilian | GRETIL"
045792,2017-May,2017,5,pre-lined mss.,6,6,Manuscripts and epigraphy,Dominik Wujastyk | Harry Spier | Hartmut Buescher | Péter-Dániel Szántó | Tyler Williams | Walter Slaje
045794,2017-May,2017,5,"XVIIIth IABS Congress, Toronto, August 20-25, 2017, Third Circular",1,1,General scholarly discussion,Christoph Emmrich
045795,2017-May,2017,5,alternative solution for directly accessing Unicode diacritics on Mac,7,6,General scholarly discussion,David and Nancy Reigle | Deepak Sarma | Dominik Wujastyk | Madhav Deshpande | Rolf Heinrich Koch | Tyler Neill
045800,2017-May,2017,5,donation of silver flutes to Krishna?,1,1,General scholarly discussion,Allen Thrasher
045807,2017-May,2017,5,Patanjali in the Puranas?,13,9,General scholarly discussion,"Ashok Aklujkar | Christophe Vielle | Clough, Bradley | David and Nancy Reigle | Dominik Wujastyk | Hartmut Buescher | Valerie Roebuck | edbryant at rci.rutgers.edu | mbroo at abo.fi"
045812,2017-May,2017,5,BACHASPATI MISRA'S BHAMATI,5,2,General scholarly discussion,Ashok Aklujkar | alakendu das
045814,2017-May,2017,5,Survey about the SARIT service: please help!,2,1,General scholarly discussion,Dominik Wujastyk
045821,2017-May,2017,5,Devanagari QWERTY Keyboard for Mac,1,1,Digital resources and tools,Madhav Deshpande
045824,2017-May,2017,5,New Book Announcement: Aurangzeb,1,1,General scholarly discussion,Audrey Truschke
045825,2017-May,2017,5,price cap on digital photography at the Wellcome Library,1,1,Digital resources and tools,Dominik Wujastyk
045826,2017-May,2017,5,Devanagari - QWERTY for Mac,1,1,General scholarly discussion,Madhav Deshpande
045827,2017-May,2017,5,Katyayana Smriti Ed. Bandyopadhyaya,6,4,General scholarly discussion,"Dr. Rupali Mokashi | Lubomír Ondračka | Madhav Deshpande | Olivelle, J P"
045830,2017-May,2017,5,Questioning South Asia Conference,5,4,Announcements and events,Allen Thrasher | Andrea Acri | Howard Resnick | Walter Slaje
045837,2017-May,2017,5,Thesawalamai,1,1,General scholarly discussion,"Tieken, H.J.H."
045838,2017-May,2017,5,Accessing Muktabodha Digital Library by users with Mac computers.,2,1,Digital resources and tools,Harry Spier
045841,2017-May,2017,5,Ashokan Pillars' transport,12,5,General scholarly discussion,"Artur Karp | Harry Falk | Jonathan Silk | Nagaraj Paturi | Shaw, Julia"
045844,2017-May,2017,5,PAPERS OF THE 11TH WORLD SANSKRIT CONFERENCE,2,2,Announcements and events,R. P. Jain | soni at staff.uni-marburg.de
045847,2017-May,2017,5,article,1,1,General scholarly discussion,Howard Resnick
045854,2017-May,2017,5,"New EFEO publication ""La formation du Mahāvastu et la mise en place des conceptions relatives à la carrière du bodhisattva""",1,1,Buddhism and Jainism,Arlo Griffiths
045857,2017-May,2017,5,Rivista degli Studi Orientali,1,1,General scholarly discussion,Ashok Aklujkar
045858,2017-May,2017,5,Place of Origin of Mandana and Vacaspati,3,2,General scholarly discussion,Abhinav Anand | Ashok Aklujkar
045859,2017-May,2017,5,New publication of the French Institute of Pondicherry,1,1,General scholarly discussion,Anurupa Naik
045864,2017-May,2017,5,Arai article,1,1,General scholarly discussion,James Hegarty
045869,2017-May,2017,5,delay,1,1,General scholarly discussion,George Cardona
045870,2017-May,2017,5,Help needed,2,2,Bibliographic requests,Dominik Wujastyk | Klaus Karttunen
045871,2017-May,2017,5,Gauḍapāda,2,2,General scholarly discussion,"Bijlert, V.A. van | Klaus Karttunen"
045873,2017-May,2017,5,MacClade documentation,1,1,General scholarly discussion,Dominik Wujastyk
045875,2017-May,2017,5,Rare Marathi Books online,2,2,Digital resources and tools,Dominik Wujastyk | Madhav Deshpande
045876,2017-May,2017,5,Rare Marathi Books online (Madhav Deshpande),1,1,Digital resources and tools,Jonathan Peterson
045877,2017-May,2017,5,Olle Qvarnström (Lund University),5,4,General scholarly discussion,David and Nancy Reigle | Lubomír Ondračka | Matthew Kapstein | Olle Qvarnström
045882,2017-May,2017,5,Was Aśoka an iconoclast?,12,4,General scholarly discussion,Artur Karp | Matthew Kapstein | Nagaraj Paturi | Valerie Roebuck
045885,2017-May,2017,5,apology,1,1,General scholarly discussion,George Cardona
045890,2017-May,2017,5,CFP: Encyclopedia of Hinduism (Springer) AND Research Handbook of Indian Philosophical Theories of Religion (Bloomsbury),1,1,Announcements and events,Pankaj Jain पंकज जैन
045892,2017-May,2017,5,Olle Qvarnström (Lund univ.),1,1,General scholarly discussion,Olle Qvarnström
045893,2017-May,2017,5,Was A?oka an iconoclast?,4,3,General scholarly discussion,"Marco Franceschini | Nagaraj Paturi | Shaw, Julia"
045897,2017-May,2017,5,epigraphia indica vol- 39,1,1,General scholarly discussion,Dr. Rupali Mokashi
045901,2017-May,2017,5,Some incorrect entries in Muktabodha Digital Library,1,1,Digital resources and tools,Harry Spier
045902,2017-May,2017,5,Please help with articles specifically on Dhyāna in context of philosophy of yoga.,5,4,General scholarly discussion,Aleksandar Uskokov | Danilov Dmitry | Matthew Kapstein | Philipp Maas
045905,2017-May,2017,5,Iconography of Balarama,2,1,General scholarly discussion,Dr. Rupali Mokashi
045909,2017-May,2017,5,"Saduktikarṇāmṛta, Banerjee ed.",1,1,General scholarly discussion,Jesse Knutson
045910,2017-May,2017,5,Thanks and resource,2,1,General scholarly discussion,Jesse Knutson
045913,2017-May,2017,5,"Maraharaja's College Magazine, Vizianagaram, vol. I (1922)",1,1,General scholarly discussion,Arlo Griffiths
045914,2017-May,2017,5,requesting .pdf of Grantha Ratna Mala vol IV 1890-91,1,1,Bibliographic requests,tccahill at loyno.edu
045915,2017-May,2017,5,The pre-natal/pre-incarnatory curse in Indian literature,6,5,General scholarly discussion,Alfred Hiltebeitel | James Hegarty | Martin Gansten | Nagaraj Paturi | Robert Goldman
045918,2017-May,2017,5,CFP: American Journal of Indic Studies,1,1,Announcements and events,Lavanya Vemsani
045921,2017-May,2017,5,Corrections to Muktabodha Digital Library,1,1,Digital resources and tools,Harry Spier
045922,2017-May,2017,5,Bhagavadgītā large bold text,10,3,Texts and philology,Jesse Knutson | Nagaraj Paturi | Tyler Williams
045933,2017-May,2017,5,A Cumulative Supplement Dictionary of Sanskrit,5,4,Digital resources and tools,Jan E.M. Houben | Lubomír Ondračka | Matthew Kapstein | Walter Slaje
045935,2017-May,2017,5,A Cumulative Supplement Dictionary of Sanskrit (corr.),1,1,Digital resources and tools,Walter Slaje
045936,2017-May,2017,5,Request for assistance,1,1,Bibliographic requests,"Davidson, Ronald M."
045937,2017-May,2017,5,digital copy,1,1,Bibliographic requests,David Pierdominici
045939,2017-May,2017,5,Call For Papers: American Journal of Indic Studies,1,1,Announcements and events,Pankaj Jain पंकज जैन
045940,2017-May,2017,5,My Sanskrit Poems,2,1,General scholarly discussion,Madhav Deshpande
045946,2017-May,2017,5,Classical Tamil Studies at the university of Hamburg,1,1,General scholarly discussion,Jean-Luc Chevillard
045948,2017-June,2017,6,The pre-natal/pre-incarnatory curse in Indian literature (Sivan Goren Arzony),1,1,General scholarly discussion,Sivan Goren
045949,2017-June,2017,6,"English trans. of Jung/Kerényi ""Einführung in das Wesen der Mythologie""",2,1,General scholarly discussion,Paolo Eugenio Rosati
045951,2017-June,2017,6,"change of address, and PhD position in Heidelberg",1,1,Announcements and events,Ute Hüsken
045952,2017-June,2017,6,"Symposium ""Cultures of Knowledge in Mutual Encounter"" in Vienna, July 6 and 7",1,1,Announcements and events,Johanna Buss
045953,2017-June,2017,6,JSTOR articles,1,1,General scholarly discussion,Paolo Eugenio Rosati
045954,2017-June,2017,6,Ismail Jogi mantra,5,3,General scholarly discussion,Artur Karp | Nagaraj Paturi | Tyler Williams
045955,2017-June,2017,6,pdf request,3,1,Bibliographic requests,Matthew Kapstein
045956,2017-June,2017,6,a. additional pdf request,1,1,Bibliographic requests,Matthew Kapstein
045957,2017-June,2017,6,additional pdf request,1,1,Bibliographic requests,Matthew Kapstein
045959,2017-June,2017,6,Question,2,2,General scholarly discussion,Madhav Deshpande | alakendu das
045960,2017-June,2017,6,{भारतीयविद्वत्परिषत्} Re: Question,1,1,General scholarly discussion,Nagaraj Paturi
