thread_root_id,slug,year,month,thread_subject,message_count,author_count,primary_topic,authors
028812,2004-November,2004,11,fonts,1,1,General scholarly discussion,Gérard Huet
028813,2004-November,2004,11,Call for papers - Columbia Conference 2005,1,1,Announcements and events,Joel Bordeaux
028814,2004-December,2004,12,Indological Spam,3,3,General scholarly discussion,John Huntington | Plamen Gradinarov | Valerie J Roebuck
028817,2004-December,2004,12,Attention of Elliot Stern,1,1,General scholarly discussion,Walter Slaje
028818,2004-December,2004,12,looking?,2,2,General scholarly discussion,Bindu Bhat | Horacio Francisco Arganis Juarez
028820,2004-December,2004,12,INDOLOGY outage: Weekend closure of central computing facilities 8/9th January 2005,1,1,General scholarly discussion,Dominik Wujastyk
028821,2004-December,2004,12,"DHIIR (Cambridge, UK) closing down",1,1,General scholarly discussion,Elizabeth De Michelis
028822,2004-December,2004,12,EJVS 11-2: no Indus 'script',1,1,General scholarly discussion,Michael Witzel
028823,2004-December,2004,12,Announcement of Muktabodha Graduate Fellowship,1,1,Announcements and events,"Mahony, Bill"
028824,2004-December,2004,12,"Science Mag: ""no Indus script""",32,15,General scholarly discussion,"Artur Karp | Cohen, Signe | Dean Anderson | Dominik Wujastyk | George Thompson | John Huntington | Jonathan Silk | Michael Witzel | Plamen Gradinarov | Shyam Ranganathan | Stephen Hodge | Tamar Reich | Valerie J Roebuck | jkirk | rlamb"
028826,2004-December,2004,12,"Science Mag: ""no Indus script""",5,4,General scholarly discussion,Allen W Thrasher | Arlo Griffiths | Artur Karp | John Peterson
028849,2004-December,2004,12,"Science Mag: ""no Indus script""",2,2,General scholarly discussion,Robert Zydenbos | marina orelskaya
028852,2004-December,2004,12,IVC on Indology list,6,5,General scholarly discussion,Dean Anderson | Michael Witzel | Plamen Gradinarov | jkirk | oliver fallon
028855,2004-December,2004,12,IVC on Indology list,1,1,General scholarly discussion,Jan E.M. Houben
028858,2004-December,2004,12,IVC on Indology list,1,1,General scholarly discussion,Plamen Gradinarov
028859,2004-December,2004,12,The Indopedia project,3,2,General scholarly discussion,John Peterson | Plamen Gradinarov
028871,2004-December,2004,12,Indological libraries and teh tsunami,5,4,General scholarly discussion,Alfred Collins | NKP veera | Ravindran Sriramachhandran | Sudalaimuthu Palaniappan
028872,2004-December,2004,12,"Science Mag: ""no Indus script""",1,1,General scholarly discussion,George Thompson
028877,2004-December,2004,12,Red ochre on IVC figurines,2,2,General scholarly discussion,Allen W Thrasher | Sudalaimuthu Palaniappan
028878,2004-December,2004,12,"Tsunami and Solempattai, Tamil Nadu",1,1,General scholarly discussion,Geoffrey Samuel
028879,2004-December,2004,12,"Science Mag: ""no Indus script""",1,1,General scholarly discussion,Whitney Cox
028881,2004-December,2004,12,kingly associations and the colour blue/indigo,4,3,General scholarly discussion,Dean Anderson | Matthew Kapstein | Michael Witzel
028882,2004-December,2004,12,"""Sriika.n.tha the vedantin",2,2,General scholarly discussion,Maheswaran Nair | McComas Taylor
028888,2004-December,2004,12,IVC on Indology list,1,1,General scholarly discussion,Walter Slaje
028890,2004-December,2004,12,sanaatana dharma,1,1,General scholarly discussion,Tamar Reich
028892,2005-January,2005,1,Red ochre,2,2,General scholarly discussion,Dean Anderson | Matthew Kapstein
028893,2005-January,2005,1,Indology.Net Subdomains,2,2,General scholarly discussion,Plamen Gradinarov | Rasik Vihari Joshi Tripathi
028895,2005-January,2005,1,Kasmiri Saiva Philosophy,1,1,General scholarly discussion,Shyam Ranganathan
028896,2005-January,2005,1,"Weekend closure of INDOLOGY website, 8/9th January 2005",1,1,Digital resources and tools,Dominik Wujastyk
028897,2005-January,2005,1,e-mail address of Prof. Aklujkar,4,3,Bibliographic requests,"Bindu Bhat | Birgit Kellner | Quessel, Burkhard"
028898,2005-January,2005,1,e-mail address of Prof. Aklujkar,3,3,General scholarly discussion,Madhav Deshpande | Stefan Baums | Yaroslav Vassilkov
028902,2005-January,2005,1,reading Sanskrit text,8,5,History and culture,Allen W Thrasher | Dean Anderson | Dominik Wujastyk | Muneo TOKUNAGA | Sudalaimuthu Palaniappan
028903,2005-January,2005,1,On the history of Kanchi Sankara Matha,1,1,History and culture,Maheswaran Nair
028907,2005-January,2005,1,On the history of Kanchi Sankara Matha,1,1,History and culture,Dominic Goodall
028908,2005-January,2005,1,On the history of Kanchi Sankara Matha,1,1,History and culture,Dominic Goodall
028910,2005-January,2005,1,The Yoga of the Maalinivijayottaratantra,1,1,General scholarly discussion,Arlo Griffiths
028917,2005-January,2005,1,reply,2,2,History and culture,Anand Dilip | Gary Tubb
028918,2005-January,2005,1,Institutions teaching Sanskrit worldwide,1,1,Teaching and pedagogy,Gary Tubb
028920,2005-January,2005,1,On the history of Kanchi Sankara Matha,1,1,History and culture,McComas Taylor
028921,2005-January,2005,1,thanks,1,1,General scholarly discussion,Yaroslav Vassilkov
028922,2005-January,2005,1,A Small Query: Scientific Transcription of Sanskrit,3,3,General scholarly discussion,Artur Karp | Christophe Vielle | Herman Tull
028925,2005-January,2005,1,The Yoga-Darsana Project,1,1,General scholarly discussion,Plamen Gradinarov
028926,2005-January,2005,1,concluding stutis,2,2,General scholarly discussion,Ulrich T. Kragh | jfstaal
028928,2005-January,2005,1,site Indian Epigraphy updated,4,2,General scholarly discussion,Plamen Gradinarov | lel
028932,2005-January,2005,1,Dr. M.L.Gharote,1,1,General scholarly discussion,James Mallinson
028933,2005-January,2005,1,Sad news about Professor K. V. Sarma,1,1,General scholarly discussion,Dominik Wujastyk
028934,2005-January,2005,1,"K.V. Sarma,",3,3,General scholarly discussion,Kengo Harimoto | Michael Witzel | Plamen Gradinarov
028936,2005-January,2005,1,Sanskrit Google,1,1,General scholarly discussion,Michio YANO
028938,2005-January,2005,1,post doctoral research,1,1,General scholarly discussion,Joel Bordeaux
028939,2005-January,2005,1,Feb. 5 Kashmir workshop at Columbia,3,3,Announcements and events,Allen W Thrasher | Anand Dilip | Gérard Huet
028942,2005-January,2005,1,post doctoral research,1,1,General scholarly discussion,Will Sweetman
028943,2005-January,2005,1,Panelist sought,1,1,General scholarly discussion,Peter Flugel
028944,2005-January,2005,1,Latest chapter in Jim Laine's Shivaji saga,1,1,General scholarly discussion,Madhav Deshpande
028945,2005-January,2005,1,GRETIL UTF-8 sanskrit texts and Examine32,1,1,Digital resources and tools,Artur Karp
028946,2005-January,2005,1,"Further latest news on Laine, Shivaji, and Maratha politics",2,1,General scholarly discussion,Madhav Deshpande
028948,2005-January,2005,1,e-Monier Williams Dictionary for Macs,3,3,Digital resources and tools,Elizabeth De Michelis | John Huntington | Richard MAHONEY
028951,2005-January,2005,1,e-Monier Williams Dictionary for Macs,1,1,Digital resources and tools,Plamen Gradinarov
028952,2005-January,2005,1,new Journal (fwd),1,1,General scholarly discussion,Dominik Wujastyk
028953,2005-February,2005,2,difficult terms,11,6,General scholarly discussion,Al Collins | Alfred Collins | Andrew Glass | Lance Nelson | Patrick Olivelle | Plamen Gradinarov
028954,2005-February,2005,2,difficult terms,6,6,General scholarly discussion,Axel Michaels | Greg Bailey | Jayant Bapat | Maheswaran Nair | Tamar Reich | rlamb
028957,2005-February,2005,2,New Book on Colonial History,1,1,History and culture,Walter Slaje
028962,2005-February,2005,2,paNamaNi,12,6,General scholarly discussion,Allen W Thrasher | Dan Lusthaus | Jonathan Silk | Matthew Kapstein | Ulrich T. Kragh | Valerie J Roebuck
028970,2005-February,2005,2,e-Monier Williams Dictionary for Macs,2,2,Digital resources and tools,Lars Martin Fosse | adheesh sathaye
028971,2005-February,2005,2,paNamaNi,1,1,General scholarly discussion,Plamen Gradinarov
028978,2005-February,2005,2,Hermann Berger passed away,1,1,General scholarly discussion,Axel Michaels
028981,2005-February,2005,2,Professor Ingalls's books,1,1,General scholarly discussion,J. L. Brockington
028986,2005-February,2005,2,Bhattoji Diksita's Vedaabhyaasasaara?,3,3,General scholarly discussion,Allen W Thrasher | Asko Parpola | Madhav Deshpande
028988,2005-February,2005,2,CFP: IJHS book symposium,1,1,Announcements and events,Sushil Mittal
028991,2005-February,2005,2,elves: Indic counterpart?,22,12,General scholarly discussion,Alfred Collins | Allen W Thrasher | Artur Karp | Ashok Aklujkar | Chris Haskett | Christophe Vielle | Dean Anderson | George Thompson | Jonathan Silk | Matthew Kapstein | Valerie J Roebuck | jkirk
028995,2005-February,2005,2,elves: Indic counterpart?,1,1,General scholarly discussion,Miska Pruszowska
029005,2005-February,2005,2,elves = siddhas?,1,1,General scholarly discussion,Ashok Aklujkar
029006,2005-February,2005,2,elves: Indic counterpart?,1,1,General scholarly discussion,Plamen Gradinarov
029007,2005-February,2005,2,Royal Takeover in Nepal,3,3,General scholarly discussion,David Magier | John Huntington | Matthew Kapstein
029018,2005-February,2005,2,Tavernier/Hope diamond :TV program tonight,1,1,Announcements and events,Allen W Thrasher
029021,2005-February,2005,2,email address for Prof Robert Goldman,2,2,General scholarly discussion,Luis Gonzalez-Reimann | McComas Taylor
029023,2005-February,2005,2,"Job posting: Head of Scholarly Services, Asian Division, Library of Congress",1,1,Announcements and events,Allen W Thrasher
029024,2005-February,2005,2,Vidya Niwas Misra,1,1,General scholarly discussion,Hans Henrich Hock
029025,2005-February,2005,2,V.rttikAra of the KAvyaprakA'sa,1,1,General scholarly discussion,David Rustin Mellins
029026,2005-February,2005,2,Pudgalavada Buddhist Philosophy,3,3,General scholarly discussion,Richard MAHONEY | Shyam Ranganathan | jkirk
029027,2005-February,2005,2,Freebie,2,2,General scholarly discussion,Birgit Kellner | jkirk
029029,2005-February,2005,2,Indologists can use new VoIP technology to save on communication costs,1,1,General scholarly discussion,jkirk
029030,2005-February,2005,2,Week's business,3,2,General scholarly discussion,Michael Witzel | Sudalaimuthu Palaniappan
029032,2005-February,2005,2,Samavaya Vada of Nyaya Vaisheshika,1,1,General scholarly discussion,Harunaga Isaacson
029034,2005-February,2005,2,Indologists can use new VoIP technology to save on communication costs,1,1,General scholarly discussion,Srinivasa Varakhedi
029037,2005-February,2005,2,Unusual ways of rearing one's young,1,1,General scholarly discussion,Joel Bordeaux
029038,2005-February,2005,2,"Conference-- Under Construction: History, Identities, and Representation",5,4,General scholarly discussion,Jan E.M. Houben | Martin Gansten | Rasik Vihari Joshi Tripathi | Srinivasa Varakhedi
029042,2005-February,2005,2,Call for Papers,1,1,Announcements and events,Shyam Ranganathan
029044,2005-February,2005,2,conference on orality-literacy scholar Walter Ong,1,1,Announcements and events,Allen W Thrasher
029045,2005-March,2005,3,"Puskas, India Bibliografia : evaluation?",2,2,History and culture,Allen W Thrasher | Peter Wyzlic
029046,2005-March,2005,3,Unusual ways of rearing one's young,3,3,General scholarly discussion,Plamen Gradinarov | Rasik Vihari Joshi Tripathi | Srinivasa Varakhedi
029050,2005-March,2005,3,EJVS 12-1: Vala and Iwato. (Compar. myth. in India/Japan/Beyond),1,1,History and culture,Michael Witzel
029051,2005-March,2005,3,Nakula's Shield,1,1,General scholarly discussion,jfstaal
029052,2005-March,2005,3,Nakula's Shield,4,4,General scholarly discussion,Alfred Hiltebeitel | Allen W Thrasher | Ernest Allan Rockwell | Ernest Allan Rockwell Ernest Allan Rockwell Ernest Allan Rockwell Ernest Allan Rockwell Ernest Allan Rockwell Ernest Allan Rockwell WISC.EDU
029055,2005-March,2005,3,Myth of the Rooster of Dough,1,1,General scholarly discussion,Dominik Wujastyk
029056,2005-March,2005,3,Yoga Upanisads,1,1,General scholarly discussion,jkirk
029057,2005-March,2005,3,Yoga Upanisads,7,5,General scholarly discussion,Allen W Thrasher | Hartmut Buescher | James Mallinson | Luis Gonzalez-Reimann | Richard MAHONEY
029064,2005-March,2005,3,Punctuation of prose Upanisads,2,2,General scholarly discussion,Ferenc Ruzsa | oliver fallon
029066,2005-March,2005,3,"""Religion: Conflict and Peace"" Conference",6,6,General scholarly discussion,Antonio Jardim | Arlo Griffiths | Dominik Wujastyk | Jean-Luc Chevillard | John Huntington | tony k. stewart
029068,2005-March,2005,3,INDOLOGY Digest - 18 Mar 2005 to 20 Mar 2005 (#2005-52),1,1,List administration,Sushil Mittal
029069,2005-March,2005,3,INDOLOGY Digest - 18 Mar 2005 to 20 Mar 2005 (#2005-52),2,1,List administration,oliver fallon
029075,2005-March,2005,3,PBO ?,4,3,General scholarly discussion,Antonio Jardim | Stefan Baums | Stephen Hodge
029079,2005-March,2005,3,Pu.spaka Forest,1,1,General scholarly discussion,Alex Passi
029080,2005-March,2005,3,"Why no 'shrautas,' given 'smaartas'?",1,1,General scholarly discussion,Gregory Bailey
029081,2005-March,2005,3,"Bibliographies with BibTex, separating primary and secondary sources",3,3,General scholarly discussion,Madhav Deshpande | NKP veera | Patrick Olivelle
029083,2005-March,2005,3,"Why no 'shrautas,' given 'smaartas'?",1,1,General scholarly discussion,Birgit Kellner
029084,2005-March,2005,3,"Sanskrit term for ""Prediction of enlightenment""",1,1,General scholarly discussion,Harsha V. Dehejia
029086,2005-March,2005,3,urna mudra?,1,1,General scholarly discussion,John Huntington
029087,2005-March,2005,3,Job opportunity: Lecturer in Asian Studies,1,1,Announcements and events,Harsha V. Dehejia
029088,2005-March,2005,3,Thrasher alternate email address: (Was: Contacting a member),1,1,General scholarly discussion,jkirk
029089,2005-March,2005,3,An address request,1,1,Bibliographic requests,McComas Taylor
029090,2005-March,2005,3,Contacting a member,1,1,General scholarly discussion,Valerie J Roebuck
029091,2005-March,2005,3,Thrasher alternate email address: (Was: Contacting a member),2,2,General scholarly discussion,Allen W Thrasher | Valerie J Roebuck
029093,2005-April,2005,4,Udaattaraaghava,2,2,General scholarly discussion,Ashok Aklujkar | Csaba Dezso
029095,2005-April,2005,4,Correction re: Thrasher alternate email address,1,1,General scholarly discussion,Allen W Thrasher
029096,2005-April,2005,4,new Indo-Eurasian list opens,3,3,General scholarly discussion,George Thompson | Michael Witzel | romila at spacpl.com
029098,2005-April,2005,4,new spams coming in?,2,2,General scholarly discussion,Allen W Thrasher | Valerie J Roebuck
029101,2005-April,2005,4,tato bhaagavata.m prokta.m bhaaga-dvaya-vibhuu.sita.m,1,1,General scholarly discussion,Christophe Vielle
029102,2005-April,2005,4,body in discussions of the soul,16,11,General scholarly discussion,Allen W Thrasher | Dean Anderson | Dominik Wujastyk | Jonathan Silk | Martin Gansten | Plamen Gradinarov | Sven Sellmer | Valerie J Roebuck | jkirk | rlamb | tony k. stewart
029106,2005-April,2005,4,metre of MMK,2,2,General scholarly discussion,Arlo Griffiths | Jonathan Silk
029110,2005-April,2005,4,Ganapati query and call for interns,5,5,General scholarly discussion,Allen W Thrasher | Joel Bordeaux | John Huntington | Jonathan Silk | Patrick Olivelle
029117,2005-April,2005,4,shvetaarkakalpa,3,3,General scholarly discussion,Allen W Thrasher | Kenneth Zysk | Martin Gansten
029118,2005-April,2005,4,out of station / change of address,3,2,General scholarly discussion,Arlo Griffiths | Asko Parpola
029127,2005-April,2005,4,Earliest example of Indian iconography is Kushan?,8,5,General scholarly discussion,Allen W Thrasher | Dean Anderson | John Huntington | L.S. Cousins | Miska Pruszowska
029132,2005-April,2005,4,Earliest example of Indian iconography is Kushan?,1,1,General scholarly discussion,Himal Trikha
029140,2005-April,2005,4,Sanskrit grammar web site,1,1,Digital resources and tools,Martin Gansten
029141,2005-April,2005,4,historical/biographical query,2,2,History and culture,Allen W Thrasher | David Magier
029143,2005-April,2005,4,lac insect,6,4,General scholarly discussion,Allen W Thrasher | J. L. Brockington | John Huntington | Valerie J Roebuck
029148,2005-April,2005,4,Indragopa (was Re: lac insect),2,2,General scholarly discussion,Dominik Wujastyk | Stella Sandahl
029151,2005-April,2005,4,Sanskrit words with -ks,1,1,General scholarly discussion,Allen W Thrasher
029152,2005-April,2005,4,Two New Resources on the Huntington Archive,1,1,General scholarly discussion,John Huntington
029153,2005-April,2005,4,symposium on classical studies and imperialism,1,1,Announcements and events,Allen W Thrasher
029154,2005-April,2005,4,Varaahamihira's B.rhatsa.mhitaa,4,4,General scholarly discussion,Greg Bailey | Martin Gansten | Miska Pruszowska | Toke Lindegaard Knudsen
029158,2005-April,2005,4,number-words and other numerical systems: great source,1,1,General scholarly discussion,Allen W Thrasher
029159,2005-April,2005,4,Query: two terms in Urdu,1,1,General scholarly discussion,Artur Karp
029160,2005-April,2005,4,Position Vacant in Indian Religions (Buddhist Studies) at Cardiff,1,1,Announcements and events,Geoffrey Samuel
029161,2005-May,2005,5,Enlarged Vedic Concordance,1,1,Veda and ritual,Michael Witzel
029162,2005-May,2005,5,Varaahamihira's B.rhatsa.mhitaa,1,1,General scholarly discussion,Agathe Keller
029163,2005-May,2005,5,Prakrit manuscripts on Indian ebay,3,3,Buddhism and Jainism,Birgit Kellner | Dominik Wujastyk | John Huntington
029164,2005-May,2005,5,Prakrit manuscripts on Indian ebay,1,1,Buddhism and Jainism,Will Sweetman
029167,2005-May,2005,5,Tim Mackintosh -Smith: RAS Lecture (fwd),1,1,Announcements and events,Dominik Wujastyk
029168,2005-May,2005,5,Announcement of newly searchable e-texts by Muktabodha IRI,1,1,Digital resources and tools,William K. Mahony
029169,2005-May,2005,5,RESOURCE> Indica-et-Buddhica.org-Catalogus bibliothecarum (ieb-cb): A virtual union catalogue,6,4,General scholarly discussion,Allen W Thrasher | Herman Tull | John Huntington | adheesh sathaye
029170,2005-May,2005,5,conjunct characters in devanagari,2,2,General scholarly discussion,Plamen Gradinarov | Richard MAHONEY
029177,2005-May,2005,5,elves: Indic counterpart?,8,4,General scholarly discussion,Allen W Thrasher | John Huntington | Valerie J Roebuck | jkirk
029178,2005-May,2005,5,mok.sa,3,3,General scholarly discussion,Alfred Collins | Ulrich T. Kragh | alex watson
029180,2005-May,2005,5,Mahaparinirvana-sutra,1,1,Texts and philology,Christian Lee Novetzke
029182,2005-May,2005,5,mok.sa,2,2,General scholarly discussion,Ferenc Ruzsa | Klaus Karttunen
029184,2005-May,2005,5,E. Lamotte Opera Minora (on the Bhagavadgiitaa),1,1,General scholarly discussion,Christophe Vielle
029190,2005-May,2005,5,lectureship Indian Religions,1,1,General scholarly discussion,H.T. Bakker
029193,2005-May,2005,5,elves: Indic counterpart?,1,1,General scholarly discussion,gruenendahl
029194,2005-May,2005,5,RESOURCE> Catalogus Bibliothecarum Update - NACSIS-CAT available,1,1,General scholarly discussion,Richard MAHONEY
029195,2005-May,2005,5,vacant lecturship in Indian Religions (new version),1,1,General scholarly discussion,H.T. Bakker
029196,2005-May,2005,5,Isogamy in Mahabharata 5.33.98,1,1,Texts and philology,rlamb
029197,2005-May,2005,5,article on missing Tulsidas,2,2,General scholarly discussion,Sudalaimuthu Palaniappan | adheesh sathaye
029198,2005-May,2005,5,Isogamy in Mahabharata 5.33.98,3,3,General scholarly discussion,Dan Lusthaus | Ernst Steinkellner | Madhav Deshpande
029202,2005-May,2005,5,New from Vienna,1,1,General scholarly discussion,Peter Wyzlic
029203,2005-June,2005,6,Isogamy in Mahabharata 5.33.98,1,1,Texts and philology,Sudalaimuthu Palaniappan
029204,2005-June,2005,6,Institutions teaching Sanskrit worldwide,2,2,Teaching and pedagogy,annette heitmann | gruenendahl
029206,2005-June,2005,6,elves: Indic counterpart?,1,1,General scholarly discussion,Peter M. Scharf
029207,2005-June,2005,6,New from Vienna,2,2,General scholarly discussion,Dan Lusthaus | Ernst Steinkellner
029209,2005-June,2005,6,Library of Congress Asian Reading Room opens Saturdays,1,1,General scholarly discussion,Allen W Thrasher
029210,2005-June,2005,6,Etymology of honorific particle jI,15,9,General scholarly discussion,Artur Karp | Hans Henrich Hock | Jan E.M. Houben | Matthew Kapstein | Richard P. Hayes | Srinivasa Varakhedi | Timothy C. Cahill | Valerie J Roebuck | Whitney Cox
029225,2005-June,2005,6,email address Vassilkov,1,1,General scholarly discussion,Tamar Reich
029226,2005-June,2005,6,Anugita article,1,1,General scholarly discussion,"Tieken, H.J.H."
029227,2005-June,2005,6,Kumaarila images,2,2,General scholarly discussion,Madhav Deshpande | Whitney Cox
029229,2005-July,2005,7,Position in Buddhist Thought at UW-Madison,1,1,Announcements and events,Chris Haskett
029230,2005-July,2005,7,Homage to Dr.BNK Sharma.,3,3,General scholarly discussion,Jan E.M. Houben | NKP veera | Srinivasa Varakhedi
029232,2005-July,2005,7,Japanese Association for South Asian Studies,5,2,General scholarly discussion,Allen W Thrasher | Muneo Tokunaga
029233,2005-July,2005,7,Japanese Association for South Asian Studies,1,1,General scholarly discussion,Frank Conlon
029234,2005-July,2005,7,Japanese Association for South Asian Studies,1,1,General scholarly discussion,Frank Conlon
029235,2005-July,2005,7,Kautilya,4,4,General scholarly discussion,Adam Bowles | Lars Martin Fosse | Richard MAHONEY | lel
029243,2005-July,2005,7,Kautilya,1,1,General scholarly discussion,Lars Martin Fosse
029245,2005-July,2005,7,Hi (fwd),2,2,General scholarly discussion,David Magier | Gary Tubb
029247,2005-July,2005,7,Message headings,1,1,General scholarly discussion,Valerie J Roebuck
029248,2005-July,2005,7,arsenic-treated traditional papers available?,7,4,General scholarly discussion,Allen W Thrasher | Hartmut Buescher | Jonathan Silk | Matthew Kapstein
029254,2005-July,2005,7,"Advertisement: Tibetology and Buddhist Studies, Vienna",1,1,General scholarly discussion,Dominik Wujastyk
029255,2005-July,2005,7,arsenic-treated traditional papers available?,1,1,General scholarly discussion,McComas Taylor
029257,2005-July,2005,7,new EJVS: T. Goto on: Yajnavalkya and Buddhism,1,1,General scholarly discussion,Michael Witzel
029258,2005-July,2005,7,19th century book,7,4,General scholarly discussion,Allen W Thrasher | JOHN HUNTINGTON | Valerie J Roebuck | tony k. stewart
029262,2005-July,2005,7,Professorship in Sanskrit,1,1,General scholarly discussion,Lars Martin Fosse
029263,2005-July,2005,7,Ramayana,6,5,Texts and philology,Jan E.M. Houben | Ramdas Lamb | Richard Salomon | jagan nadh | oliver fallon
029264,2005-July,2005,7,Database Announcement,1,1,Digital resources and tools,Joerg Gengnagel
029268,2005-July,2005,7,"Ramayana, linguistic study of",1,1,Grammar and linguistics,Madhav Deshpande
029273,2005-July,2005,7,"Ramayana and ""vernacular"" Sanskrit",1,1,Texts and philology,Jan E.M. Houben
029275,2005-August,2005,8,19th century book,1,1,General scholarly discussion,Valerie J Roebuck
029276,2005-August,2005,8,INDIAN JOURNAL OF HISTORY OF SCIENCE,1,1,History and culture,Dominik Wujastyk
029277,2005-August,2005,8,bibliography for Indian numerals,1,1,General scholarly discussion,Allen W Thrasher
029278,2005-August,2005,8,Ancient Indian Weapons,1,1,General scholarly discussion,Allen W Thrasher
029279,2005-August,2005,8,sutras and shastras,1,1,General scholarly discussion,Shyam Ranganathan
029280,2005-August,2005,8,sutras and shastras --- correction,1,1,General scholarly discussion,Shyam Ranganathan
029281,2005-August,2005,8,"Gujarati writer Sitanshu Yashaschandra, address needed",3,2,Bibliographic requests,Allen W Thrasher | Ashok Aklujkar
029282,2005-August,2005,8,"Gujarati writer Sitanshu Yashaschandra, address needed",1,1,Bibliographic requests,Prof. Dr. Walter Slaje
029285,2005-August,2005,8,Sanskrit lexical items and Pali/Prakrit sources,1,1,Buddhism and Jainism,Sudalaimuthu Palaniappan
029286,2005-August,2005,8,Emmeneau (Forwarded from Bob Goldman),1,1,General scholarly discussion,Dominik Wujastyk
029287,2005-September,2005,9,Review Hart of Kavya in South India,1,1,Texts and philology,"Tieken, H.J.H."
029288,2005-September,2005,9,Hamburg professorship,1,1,General scholarly discussion,Peter Bisschop
029289,2005-September,2005,9,Position in South Asia Media Studies at the University of Michigan,1,1,Announcements and events,Madhav Deshpande
029290,2005-September,2005,9,vaidurya,10,8,General scholarly discussion,Ashok Aklujkar | Bindu Bhat | Dan Lusthaus | Dominik Wujastyk | Luis Gonzalez-Reimann | Richard MAHONEY | Stephen Hodge | Valerie J Roebuck
029298,2005-September,2005,9,Govinda Diksita,8,4,General scholarly discussion,Dominik Wujastyk | Frank Conlon | Peter Wyzlic | gruenendahl
029301,2005-September,2005,9,The adbuction of the lotus-flower by the king of elephants,8,6,History and culture,Allen W Thrasher | Ashok Aklujkar | Christophe Vielle | Jean FEZAS | Martin Gansten | Matthew Kapstein
029303,2005-September,2005,9,Govinda Diksita,1,1,General scholarly discussion,Hartmut Buescher
029314,2005-September,2005,9,Nyaya discussion list?,3,3,General scholarly discussion,Dominik Wujastyk | Plamen Gradinarov | Rasik Vihari Joshi Tripathi
029315,2005-September,2005,9,Nyaya discussion list?,1,1,General scholarly discussion,Frank Conlon
029318,2005-September,2005,9,Indian Logic Forum,1,1,General scholarly discussion,George Thompson
029319,2005-September,2005,9,storytelling,1,1,General scholarly discussion,Ernst Steinkellner
029320,2005-September,2005,9,new book from Vienna,2,2,General scholarly discussion,Ernst Steinkellner | Jean-Luc Chevillard
029322,2005-September,2005,9,"3rd volume of Oberhammer's ""Terminologie der fpS in Indien"" ?",1,1,General scholarly discussion,Plamen Gradinarov
029324,2005-September,2005,9,The adbuction of the lotus-flower by the king of elephants,1,1,History and culture,Madhav Deshpande
029325,2005-September,2005,9,Book,1,1,General scholarly discussion,Patrick Olivelle
029326,2005-September,2005,9,question about gender of two names,4,3,General scholarly discussion,Allen W Thrasher | Bindu Bhat | Ganesan
029331,2005-September,2005,9,"New EJVS, 12-3: SSN Murthy: numbers in Rgveda",1,1,Veda and ritual,Michael Witzel
029333,2005-September,2005,9,haMsagAminI,1,1,General scholarly discussion,Sven Sellmer
029334,2005-September,2005,9,Hamsa,2,2,General scholarly discussion,Dominik Wujastyk | Sven Sellmer
029336,2005-September,2005,9,Investigating the Mind 2005: The Science and Clinical Applications of Meditation The Science and Clinical Applications of Meditation,1,1,General scholarly discussion,Elizabeth De Michelis
029337,2005-September,2005,9,Hamsa,6,5,General scholarly discussion,Allen W Thrasher | Bindu Bhat | Dominik Wujastyk | John C. Huntington | jkirk
029339,2005-September,2005,9,Oak and the Tribe of the Buddha,11,9,General scholarly discussion,Alex Passi | Bindu Bhat | Dominik Wujastyk | John C. Huntington | Jonathan Silk | Maheswaran Nair | diwakar acharya | gruenendahl | jkirk
029349,2005-September,2005,9,Address Sought,1,1,General scholarly discussion,bclough
029352,2005-September,2005,9,E-mail address,1,1,General scholarly discussion,Ganesan
029353,2005-September,2005,9,Supernormal Powers in Ancient Indian Traditions,2,2,General scholarly discussion,Rasik Vihari Joshi Tripathi | bclough
029358,2005-October,2005,10,Supernormal Powers in Ancient Indian Traditions,3,3,General scholarly discussion,Horacio Francisco Arganis Juarez | Peter Bisschop | somadeva vasudeva
029360,2005-October,2005,10,Tagore - A Passion Play,2,2,General scholarly discussion,Elizabeth De Michelis | JN
029361,2005-October,2005,10,Tagore - A Passion Play,1,1,General scholarly discussion,Plamen Gradinarov
029362,2005-October,2005,10,Indian Logic Forum opens today,2,2,General scholarly discussion,Allen W Thrasher | Richard MAHONEY
029364,2005-October,2005,10,Oak and the Tribe of the Buddha,2,2,General scholarly discussion,Alex Passi | Jonathan Silk
029367,2005-October,2005,10,Tagore - A Passion Play,5,5,General scholarly discussion,Alex Passi | Jonathan Silk | Matthew Kapstein | Plamen Gradinarov | jkirk
029371,2005-October,2005,10,Citation,4,3,General scholarly discussion,Adam Bowles | Alfred Hiltebeitel | Ashok Aklujkar
029375,2005-October,2005,10,Ittagi in Karnataka,1,1,General scholarly discussion,Sudalaimuthu Palaniappan
029376,2005-October,2005,10,Indica-et-Buddhica.org (IeB): site update / new content,1,1,General scholarly discussion,Richard MAHONEY
029377,2005-October,2005,10,address query,1,1,General scholarly discussion,Matthew Kapstein
029378,2005-October,2005,10,address of Stuart Mcgregor,1,1,General scholarly discussion,Matthew Kapstein
029379,2005-October,2005,10,eternal upward movement in jainism,2,2,General scholarly discussion,"Donald R. Davis, Jr. | NKP veera"
029382,2005-October,2005,10,to colleagues at Cambridge U.,1,1,General scholarly discussion,Matthew Kapstein
