source_author,target_author,confidence,weight
Martin Gansten,Noel Evans,thread_inferred,1
Martin Gansten,Partha Banerjee,thread_inferred,1
Martin Gansten,Patricia Sauthoff,exact_in_reply_to,1
Alf Hiltebeitel,Lars Martin Fosse,thread_inferred,1
Martin Gansten,Peter Wyzlic,exact_in_reply_to,1
Martin Gansten,Richard Salomon,exact_in_reply_to,1
Martin Gansten,Richard Thomas,thread_inferred,1
Alf Hiltebeitel,Patricia Meredith Greer,thread_inferred,1
Martin Gansten,Rosane Rocher,exact_in_reply_to,1
Martin Gansten,Srini Pichumani,thread_inferred,1
Martin Gansten,Stefan Baums,exact_in_reply_to,1
Martin Gansten,Steve Farmer,thread_inferred,1
Martin Gansten,Tejas Aralere,exact_in_reply_to,1
Martin Gansten,"Thrasher, Allen",thread_inferred,1
Martin Gansten,"Tieken, H.J.H.",exact_in_reply_to,1
Martin Gansten,Toke Lindegaard Knudsen,thread_inferred,1
Martin Gansten,"Uskokov, Aleksandar",exact_in_reply_to,1
Alf Hiltebeitel,Shrisha Rao,thread_inferred,1
Martin Gansten,Vielle Christophe,thread_inferred,1
Alf Hiltebeitel,Sudalaimuthu Palaniappan,thread_inferred,1
Martin Gansten,asko.parpola at helsinki.fi,exact_in_reply_to,1
Martin Gansten,diwakar acharya,thread_inferred,1
Martin Gansten,elisa freschi,exact_in_reply_to,1
Alf Hiltebeitel,Vidyasankar Sundaresan,thread_inferred,1
Martin Gansten,patrick mccartney,exact_in_reply_to,1
Martin Gansten,rajam,exact_in_reply_to,1
Martin Gansten,robert langston,thread_inferred,1
Martin Gansten,soni at staff.uni-marburg.de,exact_in_reply_to,1
Martin Gluckman,Madhav Deshpande,thread_inferred,1
Alf Hiltebeitel,jayabarathi,thread_inferred,1
Martin Gluckman,Martin Gluckman,thread_inferred,1
Martin Joachim Kümmel,Andrew Ollett,exact_in_reply_to,1
Martin Joachim Kümmel,Asko Parpola,exact_in_reply_to,1
Martin Joachim Kümmel,Harry Spier,exact_in_reply_to,1
Martin Joachim Kümmel,"Hock, Hans Henrich",exact_in_reply_to,1
Martin Joachim Kümmel,Luis Gonzalez-Reimann,thread_inferred,1
Martin Joachim Kümmel,Stefan Baums,exact_in_reply_to,1
Martin Straube,Alessandro Battistini,exact_in_reply_to,1
Martin Straube,Asko Parpola,exact_in_reply_to,1
Martin Straube,"Collins, Brian",exact_in_reply_to,1
Alfred Collins,Al Collins,thread_inferred,1
Martin Straube,Dean Michael Anderson,exact_in_reply_to,1
Martin Straube,Dominic Goodall,thread_inferred,1
Martin Straube,Dominik Wujastyk,exact_in_reply_to,1
Martin Straube,Gleb Sharygin,exact_in_reply_to,1
Martin Straube,Herman Tull,thread_inferred,1
Martin Straube,James Mallinson,exact_in_reply_to,1
Alfred Collins,Allen W Thrasher,thread_inferred,1
Martin Straube,Justin Meiland,thread_inferred,1
Alfred Collins,Dan Lusthaus,thread_inferred,1
Alfred Collins,Horacio Francisco Arganis Juarez,thread_inferred,1
Alfred Collins,Madhav Deshpande,thread_inferred,1
Martin Straube,Paolo E. Rosati,exact_in_reply_to,1
Martin Straube,Péter Száler,exact_in_reply_to,1
Martin Straube,Richard G. Salomon,exact_in_reply_to,1
Alfred Collins,Viktoria Lyssenko,thread_inferred,1
Martin Straube,Rolf Heinrich Koch,exact_in_reply_to,1
Martin Straube,Ryan Damron,thread_inferred,1
Martin Straube,"Tieken, H.J.H.",exact_in_reply_to,1
Martin Straube,"Tieken, H.J.H.",thread_inferred,1
Martin Straube,"Tieken, H.J.H. (Herman)",exact_in_reply_to,1
Martin Straube,Walter Slaje,exact_in_reply_to,1
Martin Straube,bhikkhuni Dhammadinna,exact_in_reply_to,1
Martin Straube,mkapstei at UCHICAGO.EDU,thread_inferred,1
Martin Straube,patrick mccartney,exact_in_reply_to,1
Mary McGee,GANESANS at cl.uh.edu,thread_inferred,1
Mary McGee,Luis Gonzalez-Reimann,thread_inferred,1
Mary Storm,Allen W Thrasher,thread_inferred,1
Mary Storm,Andrew Nicholson,thread_inferred,1
Mary Storm,Artur Karp,exact_in_reply_to,1
Mary Storm,Benjamin Fleming,thread_inferred,1
Alfred Collins,Will Rasmussen,thread_inferred,1
Mary Storm,Dr.S.Kalyanaraman,thread_inferred,1
Alfred Hiltebeitel,Adam Bowles,thread_inferred,1
Alfred Hiltebeitel,Asko Parpola,exact_in_reply_to,1
Mary Storm,JKirkpatrick,thread_inferred,1
Mary Storm,Jan Brzezinski,thread_inferred,1
Mary Storm,Jan E.M. Houben,exact_in_reply_to,1
Mary Storm,Kristen Hardy,thread_inferred,1
Mary Storm,Lars Martin Fosse,thread_inferred,1
Alfred Hiltebeitel,Christophe Vielle,exact_in_reply_to,1
Mary Storm,Madhav Deshpande,exact_in_reply_to,1
Alfred Hiltebeitel,Christopher Wallis,thread_inferred,1
Alfred Hiltebeitel,Dominik Wujastyk,thread_inferred,1
Mary Storm,Olivia Cattedra,thread_inferred,1
Mary Storm,Stephen Dubin,thread_inferred,1
Alfred Hiltebeitel,George Thompson,exact_in_reply_to,1
Mary Storm,Will Rasmussen,thread_inferred,1
Alfred Hiltebeitel,Harry Spier,exact_in_reply_to,1
Alfred Hiltebeitel,Herman Tull,thread_inferred,1
Alfred Hiltebeitel,Howard Resnick,exact_in_reply_to,1
Marzena Magnuszewska,Nicholas Sterling,thread_inferred,1
Marzenna Czerniak-Drozdzowicz,Jan Brzezinski,thread_inferred,1
Masataka Murakami,bpj at netg.se,thread_inferred,1
Alfred Hiltebeitel,James Hartzell,exact_in_reply_to,1
Masato Fujii,Asko H S Parpola,thread_inferred,1
Masato Fujii,David Smith,thread_inferred,1
Masato Fujii,Francois Voegeli,thread_inferred,1
Alfred Hiltebeitel,John Huntington,exact_in_reply_to,1
Masato Fujii,Sudalaimuthu Palaniappan,thread_inferred,1
Masato Fujii,goodall at vax.ox.ac.uk,thread_inferred,1
Alfred Hiltebeitel,Jonathan Silk,exact_in_reply_to,1
Mathias Metzger,Sudalaimuthu Palaniappan,thread_inferred,1
Mathias Metzger,jan,thread_inferred,1
Mathias Metzger,marina orelskaya,thread_inferred,1
Matsumura,Rolf Heiner Koch,thread_inferred,1
Matsumura,Sudalaimuthu Palaniappan,thread_inferred,1
Matsumura,george9252,thread_inferred,1
Matsumura,jan,thread_inferred,1
Matthew Clark,Bradley Clough,exact_in_reply_to,1
Matthew Clark,Madhav Deshpande,exact_in_reply_to,1
Matthew Clark,Matthew Kapstein,exact_in_reply_to,1
Matthew Clark,tatiana.oranskaia,exact_in_reply_to,1
Matthew D. Milligan,"Allen, Michael S. (msa2b)",exact_in_reply_to,1
Matthew D. Milligan,Harry Spier,exact_in_reply_to,1
Matthew Kapstein,Adheesh Sathaye,thread_inferred,1
Alfred Hiltebeitel,"Lubin, Tim",exact_in_reply_to,1
Matthew Kapstein,Adriano Aprigliano,thread_inferred,1
Matthew Kapstein,Agathe Keller,exact_in_reply_to,1
Alfred Hiltebeitel,Oliver Fallon,exact_in_reply_to,1
Matthew Kapstein,Alberto Todeschini,exact_in_reply_to,1
Matthew Kapstein,Aleix Ruiz Falqués,exact_in_reply_to,1
Matthew Kapstein,Aleksandar Uskokov,exact_in_reply_to,1
Matthew Kapstein,Allen Thrasher,thread_inferred,1
Alfred Hiltebeitel,Robert Goldman,exact_in_reply_to,1
Matthew Kapstein,"Allen, Michael S (msa2b)",exact_in_reply_to,1
Alfred Hiltebeitel,Tim Felix Aufderheide,thread_inferred,1
Alfred Hiltebeitel,Valerie Roebuck,exact_in_reply_to,1
Alfred Hiltebeitel,"Walser, Joseph",exact_in_reply_to,1
Alfred Hiltebeitel,jmdelire,exact_in_reply_to,1
Alfred Hiltebeitel,naresh keerthi,exact_in_reply_to,1
Alfredo Villarroel,John Peterson,thread_inferred,1
Matthew Kapstein,Arlo Griffiths,thread_inferred,1
Matthew Kapstein,Arnaud Fournet,thread_inferred,1
Alfredo Villarroel,S. Kalyanaraman,thread_inferred,1
Matthew Kapstein,Artur Karp,thread_inferred,1
Alfredo Villarroel,Shrisha Rao,thread_inferred,1
Matthew Kapstein,Ashok Aklujkar,thread_inferred,1
Allen Grace,Lars Martin Fosse,thread_inferred,1
Allen Thrasher,Adam Bowles,thread_inferred,1
Allen Thrasher,Alex Watson,exact_in_reply_to,1
Matthew Kapstein,Benjamin Fleming,exact_in_reply_to,1
Matthew Kapstein,"Bijlert, V.A. van",exact_in_reply_to,1
Allen Thrasher,Allen Thrasher,thread_inferred,1
Allen Thrasher,Andrew Nicholson,exact_in_reply_to,1
Allen Thrasher,Anshuman Pandey,thread_inferred,1
Allen Thrasher,Antonio Ferreira-Jardim,exact_in_reply_to,1
Allen Thrasher,Benjamin Fleming,exact_in_reply_to,1
Allen Thrasher,"Buchta, David",exact_in_reply_to,1
Allen Thrasher,Clemency Montelle,exact_in_reply_to,1
Allen Thrasher,Dagmar Wujastyk,exact_in_reply_to,1
Matthew Kapstein,Charles Li,exact_in_reply_to,1
Matthew Kapstein,Charlie Higgins,exact_in_reply_to,1
Matthew Kapstein,Chris Clark,exact_in_reply_to,1
Matthew Kapstein,Christian Ferstl,exact_in_reply_to,1
Matthew Kapstein,Christoph Emmrich,exact_in_reply_to,1
Allen Thrasher,David and Nancy Reigle,exact_in_reply_to,1
Allen Thrasher,Dipak Bhattacharya,exact_in_reply_to,1
Matthew Kapstein,"Clarke, Shayne",exact_in_reply_to,1
Matthew Kapstein,Claudius Teodorescu,exact_in_reply_to,1
Matthew Kapstein,DIEGO LOUKOTA SANCLEMENTE,exact_in_reply_to,1
Matthew Kapstein,DN Jha,exact_in_reply_to,1
Matthew Kapstein,Dagmar Wujastyk,exact_in_reply_to,1
Allen Thrasher,Donald R Davis,exact_in_reply_to,1
Matthew Kapstein,David Magier,thread_inferred,1
Matthew Kapstein,David S. Magier,exact_in_reply_to,1
Allen Thrasher,Edwin F Bryant,thread_inferred,1
Allen Thrasher,Elliot M. Stern,exact_in_reply_to,1
Allen Thrasher,Erik Hoogcarspel,thread_inferred,1
Matthew Kapstein,Dhaval Patel,exact_in_reply_to,1
Matthew Kapstein,Dieter Gunkel,exact_in_reply_to,1
Allen Thrasher,Gary Tubb,thread_inferred,1
Matthew Kapstein,Divya Kumar-Dumas,exact_in_reply_to,1
Matthew Kapstein,Dominic Goodall,exact_in_reply_to,1
Matthew Kapstein,Dominik Haas,exact_in_reply_to,1
Allen Thrasher,George Thompson,exact_in_reply_to,1
Matthew Kapstein,Dominik Wujastyk,thread_inferred,1
Matthew Kapstein,Donald R Davis,exact_in_reply_to,1
Allen Thrasher,Girish Beeharry,thread_inferred,1
Matthew Kapstein,"Dr. Dominik A. Haas, BA MA",exact_in_reply_to,1
Matthew Kapstein,Dragomir Dimitrov,exact_in_reply_to,1
Matthew Kapstein,Dániel Balogh,exact_in_reply_to,1
Allen Thrasher,Harsha Dehejia,thread_inferred,1
Matthew Kapstein,Elizabeth De Michelis,exact_in_reply_to,1
Matthew Kapstein,Elliot M. Stern,thread_inferred,1
Allen Thrasher,Herman Tull,exact_in_reply_to,1
Matthew Kapstein,"Eltschinger, Vincent",exact_in_reply_to,1
Allen Thrasher,Hueckstedt,thread_inferred,1
Allen Thrasher,Jacob Schmidt-Madsen,thread_inferred,1
Matthew Kapstein,Finn Moore Gerety,exact_in_reply_to,1
Matthew Kapstein,Finnian Moore-Gerety,exact_in_reply_to,1
Matthew Kapstein,Franco,exact_in_reply_to,1
Allen Thrasher,Jan.Dvorak at ff.cuni.cz,thread_inferred,1
Matthew Kapstein,Frits Staal,thread_inferred,1
Matthew Kapstein,George Hart,thread_inferred,1
Matthew Kapstein,George L. HART,exact_in_reply_to,1
Matthew Kapstein,George Thompson,exact_in_reply_to,1
Matthew Kapstein,George Thompson,thread_inferred,1
Matthew Kapstein,Giovanni Ciotti,exact_in_reply_to,1
Matthew Kapstein,Hans Henrich Hock,thread_inferred,1
Allen Thrasher,Jarrod Whitaker,exact_in_reply_to,1
Matthew Kapstein,Harry Spier,thread_inferred,1
Allen Thrasher,Jarrod Whitaker,thread_inferred,1
Matthew Kapstein,Harsha Dehejia,thread_inferred,1
Matthew Kapstein,HdGoswami,exact_in_reply_to,1
Matthew Kapstein,Heike Oberlin,exact_in_reply_to,1
Allen Thrasher,Jim Hartzell,thread_inferred,1
Matthew Kapstein,Himanshu,exact_in_reply_to,1
Allen Thrasher,Johannes Bronkhorst,exact_in_reply_to,1
Allen Thrasher,Jonathan Edelmann,exact_in_reply_to,1
Matthew Kapstein,"Huesken, Prof. Dr. Ute",exact_in_reply_to,1
Matthew Kapstein,Itamar Ramot,exact_in_reply_to,1
Matthew Kapstein,Jahnabi Barooah Chanchani,exact_in_reply_to,1
Allen Thrasher,Kamal Adhikary,thread_inferred,1
Matthew Kapstein,James Hartzell,thread_inferred,1
Allen Thrasher,Krishnaprasad G,exact_in_reply_to,1
Matthew Kapstein,James Hegarty,thread_inferred,1
Allen Thrasher,Michael Slouber,exact_in_reply_to,1
Allen Thrasher,Mittal Sushil,thread_inferred,1
Allen Thrasher,Mrinal Kaul,thread_inferred,1
Matthew Kapstein,Jan Kučera,exact_in_reply_to,1
Matthew Kapstein,Jan Westerhoff,exact_in_reply_to,1
Matthew Kapstein,Jason Birch,exact_in_reply_to,1
Matthew Kapstein,Jay Soni,exact_in_reply_to,1
Allen Thrasher,Narayan S. Raja,thread_inferred,1
Matthew Kapstein,Jean-Luc Chevillard,exact_in_reply_to,1
Allen Thrasher,Om Sharma,thread_inferred,1
Matthew Kapstein,Jeffery Long,references_chain,1
Allen Thrasher,Palaniappa at aol.com,thread_inferred,1
Allen Thrasher,"Rastelli, Marion",exact_in_reply_to,1
Allen Thrasher,Richard D. Saran,thread_inferred,1
Matthew Kapstein,Jessie Pons,thread_inferred,1
Matthew Kapstein,Jim Ryan,exact_in_reply_to,1
Allen Thrasher,Richard Salomon,thread_inferred,1
Allen Thrasher,Robert Leach,exact_in_reply_to,1
Matthew Kapstein,John Huntington,exact_in_reply_to,1
Matthew Kapstein,John Huntington,thread_inferred,1
Matthew Kapstein,Jonathan Edelmann,thread_inferred,1
Matthew Kapstein,Jonathan Peterson,exact_in_reply_to,1
Allen Thrasher,Robin Kornman,thread_inferred,1
Allen Thrasher,Rochelle Follender,thread_inferred,1
Allen Thrasher,"Rocher, Rosane D",exact_in_reply_to,1
Matthew Kapstein,"Karttunen, Klaus J",thread_inferred,1
Matthew Kapstein,Kenneth Gregory Zysk,exact_in_reply_to,1
Matthew Kapstein,Klaus Karttunen,exact_in_reply_to,1
Allen Thrasher,Simon Brodbeck,exact_in_reply_to,1
Matthew Kapstein,Lance Nelson,thread_inferred,1
Allen Thrasher,Srinivasan Pichumani,thread_inferred,1
Matthew Kapstein,Laura Harrington,exact_in_reply_to,1
Matthew Kapstein,Lavanya Vemsani,exact_in_reply_to,1
Matthew Kapstein,Lee Ling Ting,exact_in_reply_to,1
Matthew Kapstein,"Lindquist, Steven",exact_in_reply_to,1
Allen Thrasher,Stefan Baums,exact_in_reply_to,1
Matthew Kapstein,Lubomír Ondračka,exact_in_reply_to,1
Allen Thrasher,Steve Farmer,thread_inferred,1
Allen Thrasher,Sudalaimuthu Palaniappan,exact_in_reply_to,1
Matthew Kapstein,Madhav Deshpande,thread_inferred,1
Matthew Kapstein,Marco Franceschini,exact_in_reply_to,1
Matthew Kapstein,Marie-Hélène Gorisse,exact_in_reply_to,1
Matthew Kapstein,Mark McClish,exact_in_reply_to,1
Matthew Kapstein,Mark McLaughlin,exact_in_reply_to,1
Allen Thrasher,Tyler Williams,exact_in_reply_to,1
Allen Thrasher,"Uskokov, Aleksandar",exact_in_reply_to,1
Matthew Kapstein,Martin Straube,exact_in_reply_to,1
Matthew Kapstein,Matthew Clark,exact_in_reply_to,1
Allen Thrasher,Vidhyanath K. Rao,thread_inferred,1
Allen Thrasher,Vidyasankar Sundaresan,thread_inferred,1
Matthew Kapstein,Matthew Robertson,thread_inferred,1
Allen Thrasher,Walter Slaje,exact_in_reply_to,1
Matthew Kapstein,McComas Taylor,thread_inferred,1
Matthew Kapstein,Michael Brattus Jones,exact_in_reply_to,1
Allen Thrasher,alakendu das,thread_inferred,1
Matthew Kapstein,"Michaels, Axel",exact_in_reply_to,1
Allen Thrasher,bpj at netg.se,thread_inferred,1
Matthew Kapstein,Narenthiran R,exact_in_reply_to,1
Allen Thrasher,jkcowart at io-online.com,thread_inferred,1
Matthew Kapstein,Nathan M. McGovern,exact_in_reply_to,1
Matthew Kapstein,"Newman, John",thread_inferred,1
Matthew Kapstein,Nicole Karapanagiotis,exact_in_reply_to,1
Matthew Kapstein,Niranjan Saha,exact_in_reply_to,1
Allen Thrasher,jonathan.silk at wmich.edu,thread_inferred,1
Allen Thrasher,jsiva at uclink3.berkeley.edu,thread_inferred,1
Matthew Kapstein,Olle Qvarnström,exact_in_reply_to,1
Matthew Kapstein,Ołena Łucyszyna,exact_in_reply_to,1
Allen Thrasher,patrick mccartney,exact_in_reply_to,1
Allen Thrasher,patrick mccartney,thread_inferred,1
Matthew Kapstein,Patricia Sauthoff,exact_in_reply_to,1
Allen Thrasher,pclaus at s1.csuhayward.edu,thread_inferred,1
Allen Thrasher,rainer stuhrmann,exact_in_reply_to,1
Matthew Kapstein,Paul Hacket,exact_in_reply_to,1
Matthew Kapstein,Paul Hackett,exact_in_reply_to,1
Matthew Kapstein,Paul Thomas,exact_in_reply_to,1
Matthew Kapstein,Periannan Chandrasekaran,exact_in_reply_to,1
Matthew Kapstein,Peter Wyzlic,thread_inferred,1
Allen Thrasher,thrapp at helios.nosc.mil,thread_inferred,1
Matthew Kapstein,Plamen Gradinarov,thread_inferred,1
Matthew Kapstein,Prof. W Tuladhar-Douglas,exact_in_reply_to,1
Matthew Kapstein,Péter-Dániel Szántó,exact_in_reply_to,1
Matthew Kapstein,RIBERAIGUA Caroline,exact_in_reply_to,1
Allen Thrasher,turstig at juno.com,thread_inferred,1
Matthew Kapstein,Rajam,exact_in_reply_to,1
Matthew Kapstein,Richard Hayes,exact_in_reply_to,1
Matthew Kapstein,Richard Mahoney | Indica et Buddhica,exact_in_reply_to,1
Matthew Kapstein,Richard P. Hayes,thread_inferred,1
Matthew Kapstein,Robert A. Hueckstedt,exact_in_reply_to,1
Matthew Kapstein,Robert Goldman,exact_in_reply_to,1
Matthew Kapstein,Robert Leach,exact_in_reply_to,1
Matthew Kapstein,Robert P. GOLDMAN,exact_in_reply_to,1
Allen Thrasher,wagers at computek.net,thread_inferred,1
Allen W Thrasher,AMCerulli,thread_inferred,1
Allen W Thrasher,Adheesh Sathaye,thread_inferred,1
Matthew Kapstein,Rosane Rocher,exact_in_reply_to,1
Matthew Kapstein,Samuel Grimes,exact_in_reply_to,1
Matthew Kapstein,Satyanad Kichenassamy,exact_in_reply_to,1
Matthew Kapstein,Seishi Karashima,exact_in_reply_to,1
Allen W Thrasher,Alf Hiltebeitel,thread_inferred,1
Matthew Kapstein,Shayne Clarke,exact_in_reply_to,1
Matthew Kapstein,Shrikant Bahulkar,exact_in_reply_to,1
Matthew Kapstein,Shrininivasa Varakhedi,exact_in_reply_to,1
Matthew Kapstein,Shyam Ranganathan,thread_inferred,1
Matthew Kapstein,Simon Brodbeck,exact_in_reply_to,1
Matthew Kapstein,Sravana Borkataky-Varma,exact_in_reply_to,1
Matthew Kapstein,Stefan Baums,thread_inferred,1
Allen W Thrasher,Anand Dilip,thread_inferred,1
Allen W Thrasher,Ashish Chandra,thread_inferred,1
Matthew Kapstein,Sudalaimuthu Palaniappan,exact_in_reply_to,1
Matthew Kapstein,Thomas Kintaert,exact_in_reply_to,1
Allen W Thrasher,Ashwini Sharad Deo,thread_inferred,1
Matthew Kapstein,"Tieken, H.J.H. (Herman)",exact_in_reply_to,1
Matthew Kapstein,Timothy P. Lighthiser,exact_in_reply_to,1
Matthew Kapstein,Toke Knudsen,exact_in_reply_to,1
Matthew Kapstein,Toke Lindegaard Knudsen,exact_in_reply_to,1
Matthew Kapstein,Tracy Coleman,exact_in_reply_to,1
Matthew Kapstein,Ulrich T. Kragh,thread_inferred,1
Allen W Thrasher,Benjamin Fleming,thread_inferred,1
Matthew Kapstein,Valerie J Roebuck,exact_in_reply_to,1
Allen W Thrasher,Benjamin Preciado,thread_inferred,1
Matthew Kapstein,"Vanessa Sasson, Dr.",thread_inferred,1
Matthew Kapstein,Veeranarayana Pandurangi,exact_in_reply_to,1
Matthew Kapstein,Viktoria Lysenko,exact_in_reply_to,1
Allen W Thrasher,Chandan R. Narayan,thread_inferred,1
Allen W Thrasher,Christian K. Wedemeyer,thread_inferred,1
Matthew Kapstein,WeTransfer,exact_in_reply_to,1
Allen W Thrasher,Christian Lee Novetzke,thread_inferred,1
Matthew Kapstein,Zoë Slatoff,exact_in_reply_to,1
Allen W Thrasher,Christian Wedemeyer,thread_inferred,1
Allen W Thrasher,Claude Setzer,thread_inferred,1
Allen W Thrasher,"Donald R. Davis, Jr.",thread_inferred,1
Matthew Kapstein,dean_anderson at SACARI.ORG,thread_inferred,1
Allen W Thrasher,ERNEST ALLAN ROCKWELL,thread_inferred,1
Allen W Thrasher,Edwin Bryant,thread_inferred,1
Matthew Kapstein,edbryant at rci.rutgers.edu,exact_in_reply_to,1
Matthew Kapstein,hellwig7 at gmx.de,exact_in_reply_to,1
Allen W Thrasher,Frits Staal,thread_inferred,1
Matthew Kapstein,lmfosse at CHELLO.NO,thread_inferred,1
Allen W Thrasher,Gary Tubb,thread_inferred,1
Matthew Kapstein,mbroo at abo.fi,exact_in_reply_to,1
Allen W Thrasher,Geeta Bharathan,thread_inferred,1
Allen W Thrasher,George Thompson,thread_inferred,1
Matthew Kapstein,patrick mccartney,thread_inferred,1
Matthew Kapstein,rajam,exact_in_reply_to,1
Matthew Kapstein,rajam,thread_inferred,1
Matthew Kapstein,soni at staff.uni-marburg.de,exact_in_reply_to,1
Matthew Kapstein,Дмитрий Комиссаров,exact_in_reply_to,1
Matthew Milligan,Matthew Milligan,thread_inferred,1
Matthew Milligan,"Olivelle, J P",thread_inferred,1
Allen W Thrasher,Girish Sharma,thread_inferred,1
Matthew Scarborough,Dominik Wujastyk,exact_in_reply_to,1
Matthew Scarborough,Dominik Wujastyk,thread_inferred,1
Matthew Scarborough,Madhav Deshpande,exact_in_reply_to,1
Matthew Scarborough,Martin Gluckman,exact_in_reply_to,1
Matthew Scarborough,Peter Wyzlic,exact_in_reply_to,1
Matthew Scarborough,Simon Brodbeck,exact_in_reply_to,1
Matthieu LATAPY,Luis Gonzalez-Reimann,thread_inferred,1
Maureen,"Aditya, the Hindu Skeptic",thread_inferred,1
Maureen Donovan,John Smith,thread_inferred,1
Maureen Fadem,Shrinivas Tilak,thread_inferred,1
Mauricio Najarro,Dominik Wujastyk,exact_in_reply_to,1
Mauricio Najarro,Gleb Sharygin,thread_inferred,1
Mauricio Najarro,Harry Spier,exact_in_reply_to,1
Mavis Fenn,Narayan S. Raja,thread_inferred,1
Max,Anshuman Pandey,thread_inferred,1
Max,David R. Israel,thread_inferred,1
Allen W Thrasher,"Gruenendahl, Reinhold",thread_inferred,1
Max Langley,Jakub Cejka Visitor-Sanskrit,thread_inferred,1
Allen W Thrasher,Hans Henrich Hock,thread_inferred,1
Max.Nihom at oeaw.ac.at,Anshuman Pandey,thread_inferred,1
Allen W Thrasher,Harry Spier,thread_inferred,1
Max.Nihom at oeaw.ac.at,Gary Tubb,thread_inferred,1
Max.Nihom at oeaw.ac.at,John Peterson,thread_inferred,1
Max.Nihom at oeaw.ac.at,Srinivasan Pichumani,thread_inferred,1
Max.Nihom at oeaw.ac.at,Ulrike Niklas,thread_inferred,1
Max.Nihom at oeaw.ac.at,Worldwide Indian Network,thread_inferred,1
Max.Nihom at oeaw.ac.at,czm1 at cornell.edu,thread_inferred,1
Max.Nihom at oeaw.ac.at,pslvax!sadhu at UCSD.EDU,thread_inferred,1
Max.Nihom at oeaw.ac.at,torella at rmcisadu.cisadu.uniroma1.it,thread_inferred,1
Maximilian Mehner,Christophe Vielle,exact_in_reply_to,1
