source_author,target_author,confidence,weight
Ramdas Lamb,Lucy May Constantini,exact_in_reply_to,1
Ramdas Lamb,jagan nadh,thread_inferred,1
Ramkumar,Peter Wyzlic,thread_inferred,1
Ramkumar,Vidyasankar Sundaresan,thread_inferred,1
Ranganathan Srikanth,GANESANS at cl.uh.edu,thread_inferred,1
Rao Veluri,Fco. Javier Mart177nez Garc177a,thread_inferred,1
Raoul Martens,DR.S.KALYANARAMAN,thread_inferred,1
Raoul Martens,Dominique.Thillaud,thread_inferred,1
Raoul Martens,Erik Seldeslachts,thread_inferred,1
Artur Karp,humanidades India,thread_inferred,1
Artur Karp,jacob at fabularasa.dk,thread_inferred,1
Raoul Martens,Mahesh,thread_inferred,1
Raoul Martens,Shrisha Rao,thread_inferred,1
Raphael Voix,Nathan McGovern,thread_inferred,1
Raphael Voix,"Vanessa Sasson, Dr.",thread_inferred,1
Rasik Vihari Joshi,Anna M üller,thread_inferred,1
Rasik Vihari Joshi,Boris Oguibenine,thread_inferred,1
Rasik Vihari Joshi,Harry Spier,thread_inferred,1
Rasik Vihari Joshi Tripathi,Alfred Hiltebeitel,thread_inferred,1
Artur Karp,jkirk,thread_inferred,1
Rasik Vihari Joshi Tripathi,Dean Anderson,thread_inferred,1
Artur Karp,jmdelire,exact_in_reply_to,1
Rasik Vihari Joshi Tripathi,George Thompson,thread_inferred,1
Artur Karp,koenraad.elst at telenet.be,exact_in_reply_to,1
Rasik Vihari Joshi Tripathi,Martin Gansten,thread_inferred,1
Artur Karp,luther obrock,exact_in_reply_to,1
Rasik Vihari Joshi Tripathi,Plamen Gradinarov,thread_inferred,1
Artur Karp,marina orelskaya,thread_inferred,1
Rasik Vihari Joshi Tripathi,Shyam Ranganathan,thread_inferred,1
Rasik Vihari Joshi Tripathi,Srinivasa Varakhedi,thread_inferred,1
Rasik Vihari Joshi Tripathi,Stella Sandahl,thread_inferred,1
Rasik Vihari Joshi Tripathi,Toke Lindegaard Knudsen,thread_inferred,1
"Rastelli, Marion","Buchholz, Jonas",exact_in_reply_to,1
"Rastelli, Marion",Harry Spier,exact_in_reply_to,1
"Rastelli, Marion",Jonathan Silk,thread_inferred,1
Raveen S. Nathan,Stephen Hodge,thread_inferred,1
Raveen S. Nathan,Yashwant Malaiya,thread_inferred,1
Raveen Satkurunathan,Bharat Gupt,thread_inferred,1
Raveen Satkurunathan,Bjarte Kaldhol,thread_inferred,1
Artur Karp,petra kieffer-Pülz,exact_in_reply_to,1
Raveen Satkurunathan,Dominik Wujastyk,thread_inferred,1
Raveen Satkurunathan,E. Bashir,thread_inferred,1
Raveen Satkurunathan,Hans Henrich Hock,thread_inferred,1
Raveen Satkurunathan,Jogesh Panda,thread_inferred,1
Raveen Satkurunathan,Klaus Karttunen,thread_inferred,1
Raveen Satkurunathan,Lakshmi Srinivas,thread_inferred,1
Artur Karp,rajam,exact_in_reply_to,1
Raveen Satkurunathan,Michael Witzel,thread_inferred,1
Artur Karp,rohan.oberoi at CORNELL.EDU,thread_inferred,1
Arun Gupta,Brian Akers,thread_inferred,1
Raveen Satkurunathan,Narayan R.Joshi,thread_inferred,1
Raveen Satkurunathan,Noel Salmond,thread_inferred,1
Raveen Satkurunathan,P. Anand,thread_inferred,1
Raveen Satkurunathan,Palash Jyoti Mazumdar,thread_inferred,1
Arun Gupta,Christian K. Wedemeyer,thread_inferred,1
Arun Gupta,Claude Setzer,thread_inferred,1
Raveen Satkurunathan,Raveen Satkurunathan,thread_inferred,1
Arun Gupta,David Salmon,thread_inferred,1
Arun Gupta,Harry Spier,thread_inferred,1
Arun Gupta,Narayan Sriranga Raja,thread_inferred,1
Arun Gupta,Rajarshi Banerjee,thread_inferred,1
Raveen Satkurunathan,Vanbakkam Vijayaraghavan,thread_inferred,1
Arun Gupta,Rajesh Kochhar,thread_inferred,1
Raveen Satkurunathan,Venkatraman Iyer,thread_inferred,1
Arun Gupta,Ravi Chaudhary,thread_inferred,1
Arun Gupta,Rosati,thread_inferred,1
"Raven, E.M.",Chris Beetle,thread_inferred,1
"Raven, E.M.",Harry Falk,thread_inferred,1
"Raven, E.M.",Mary Storm,thread_inferred,1
"Raven, E.M.",Nobumi Iyanaga,thread_inferred,1
"Raven, E.M.",Volker Thewalt,thread_inferred,1
Ravi Chaudhary,George Thompson,thread_inferred,1
Ravi Chaudhary,Steve Farmer,thread_inferred,1
Ravi Chaudhary,rohan.oberoi at CORNELL.EDU,thread_inferred,1
Arun Gupta,S Bhatta,thread_inferred,1
Arun Gupta,Satya Upadhya,thread_inferred,1
Ravi Chawla,Michael Witzel,thread_inferred,1
Ravi Chawla,N. Ganesan,thread_inferred,1
Ravi Chawla,Rajesh Jayaraman,thread_inferred,1
Ravi Chawla,Tein Network,thread_inferred,1
Ravi Chawla,Vishal Agarwal,thread_inferred,1
Ravi Khanna,Ashish Chandra,thread_inferred,1
Ravi Khanna,Chris Beetle,thread_inferred,1
Ravi Khanna,S.Kalyanaraman,thread_inferred,1
Ravi R. Iyer,Jan Brzezinski,thread_inferred,1
Ravi R. Iyer,Madhav Deshpande,thread_inferred,1
Arun Gupta,Shailendra Raj Mehta,thread_inferred,1
Arun Gupta,Shrisha Rao,thread_inferred,1
Ravindiran Vaitheespara,RM.Krishnan,thread_inferred,1
Ravindiran Vaitheespara,nanda chandran,thread_inferred,1
Ravindran Sriramachhandran,George Hart,thread_inferred,1
Arun Gupta,Subrahmanya S.,thread_inferred,1
Ravindran Sriramachhandran,Lance Nelson,thread_inferred,1
Ravindran Sriramachhandran,Michael Witzel,thread_inferred,1
Ravindran Sriramachhandran,Stefan Baums,thread_inferred,1
Ravindran Sriramachhandran,Sudalaimuthu Palaniappan,thread_inferred,1
Raymond Crawford,Bridgman at aol.com,thread_inferred,1
Raymond Crawford,witzel at HUSC3.HARVARD.EDU,thread_inferred,1
Raynald Prevereau,Anshuman Pandey,thread_inferred,1
Raynald Prevereau,Francois Obrist,thread_inferred,1
Raynald Prevereau,Narayan S. Raja,thread_inferred,1
Raynald Prevereau,bpj at netg.se,thread_inferred,1
Rebecca Manring,Allen W Thrasher,thread_inferred,1
Rebecca Manring,David R. Israel,thread_inferred,1
Rebecca Manring,Krishna Kalale,thread_inferred,1
Rebecca Manring,Yaroslav V. Vassilkov,thread_inferred,1
Reganch at aol.com,KWEGMAN at vax1.miu.edu,thread_inferred,1
Reganch at aol.com,RAH,thread_inferred,1
Reganch at aol.com,jonathan.silk at wmich.edu,thread_inferred,1
"Reich, James David",Paolo E. Rosati,exact_in_reply_to,1
"Reich, James David","Reich, James David",exact_in_reply_to,1
Reli-Sec at vuw.ac.nz,thrapp at helios.nosc.mil,thread_inferred,1
Rembert Lutjeharms,Antonia Ruppel,exact_in_reply_to,1
Arun Gupta,Vanbakkam Vijayaraghavan,thread_inferred,1
Rene Mueller,pslvax!sadhu at UCSD.EDU,thread_inferred,1
Riccardo Paccagnella,Jean Michel DELIRE,exact_in_reply_to,1
Riccardo Paccagnella,"Lubin, Tim",thread_inferred,1
Arun Gupta,Vidyasankar Sundaresan,thread_inferred,1
Richard B Mahoney,Elliot M. Stern,thread_inferred,1
Richard B Mahoney,Gunthard Mueller,thread_inferred,1
Richard B Mahoney,Phillip Ernest,thread_inferred,1
Richard B Mahoney,Richard B Mahoney,thread_inferred,1
Richard B Mahoney,Stefan Baums,thread_inferred,1
Richard B Mahoney,Sudalaimuthu Palaniappan,thread_inferred,1
Richard B Mahoney,Vidhyanath Rao,thread_inferred,1
Richard Barz,Arun Gupta,thread_inferred,1
Richard Barz,Christina Fritsch,thread_inferred,1
Richard Barz,E. Bashir,thread_inferred,1
Richard Barz,Kevin McGrath,thread_inferred,1
Richard Barz,Martin Epstein,thread_inferred,1
Richard Barz,Noel Salmond,thread_inferred,1
Richard Barz,Richard Barz,thread_inferred,1
Richard Barz,Robert J. Zydenbos,thread_inferred,1
Richard Barz,Ruth Laila Schmidt,thread_inferred,1
Arun Gupta,Vikrant Shah,thread_inferred,1
Richard Barz,Ulrike Niklas,thread_inferred,1
Richard Barz,leonard zwilling,thread_inferred,1
Richard D. Saran,David Magier,thread_inferred,1
Richard D. Saran,Kamal Adhikary,thread_inferred,1
Richard D. Saran,Mark F. Tritsch,thread_inferred,1
Richard D. Saran,Mary Storm,thread_inferred,1
Richard D. Saran,tony_stewart at ncsu.edu,thread_inferred,1
Richard G Salomon,Allen W Thrasher,thread_inferred,1
Richard G Salomon,Audrey Truschke,exact_in_reply_to,1
Richard G Salomon,Camillo Formigatti,exact_in_reply_to,1
Richard G Salomon,"Deshpande, Madhav",thread_inferred,1
Richard G Salomon,Madhav Deshpande,thread_inferred,1
Richard G Salomon,jmdelire,exact_in_reply_to,1
Arun Gupta,Yashwant Malaiya,thread_inferred,1
Richard G. Salomon,Charles DiSimone,exact_in_reply_to,1
Richard G. Salomon,Danilov Dmitry,exact_in_reply_to,1
Richard G. Salomon,George L Hart,exact_in_reply_to,1
Richard G. Salomon,John Huntington,exact_in_reply_to,1
Richard G. Salomon,Marco Franceschini,exact_in_reply_to,1
Arun Gupta,nanda chandran,thread_inferred,1
Richard G. Salomon,Martin Joachim Kümmel,exact_in_reply_to,1
Aruna Keerthi,Gergana Ruseva,thread_inferred,1
Richard G. Salomon,Patrick Olivelle,exact_in_reply_to,1
Richard G. Salomon,"Preston, Charles",exact_in_reply_to,1
Richard G. Salomon,Richard G. Salomon,exact_in_reply_to,1
Richard G. Salomon,Stefan Baums,exact_in_reply_to,1
Richard G. Salomon,"Tieken, H.J.H.",exact_in_reply_to,1
Richard G. Salomon,Valerie Roebuck,exact_in_reply_to,1
Arup A. Bhanja,DEVARAKONDA VENKATA NARAYANA SARMA,thread_inferred,1
Asha Naidu,Asha Naidu,thread_inferred,1
Richard G. Salomon,patrick mccartney,exact_in_reply_to,1
Richard G. Salomon,rajam,exact_in_reply_to,1
Richard Gombrich,Allen W Thrasher,thread_inferred,1
Richard Gombrich,Anna A. Slaczka,thread_inferred,1
Richard Gombrich,Ashok Aklujkar,thread_inferred,1
Asha Naidu,Balaji Hebbar,thread_inferred,1
Richard Gombrich,Elizabeth De Michelis,thread_inferred,1
Richard Gombrich,Johannes Bronkhorst,thread_inferred,1
Richard Gombrich,Paul Gerstmayr,exact_in_reply_to,1
Richard Gombrich,Richard G Salomon,thread_inferred,1
Asha Naidu,N. Ganesan,thread_inferred,1
Richard Gombrich,Timothy C. Cahill,thread_inferred,1
Richard Gombrich,alakendu das,exact_in_reply_to,1
Richard Hayes,Brendan Gillon,thread_inferred,1
Richard Hayes,Dipak Bhattacharya,thread_inferred,1
Richard Hayes,Dominik Wujastyk,exact_in_reply_to,1
Asha Naidu,john grimes,thread_inferred,1
Richard Hayes,Ferenc Ruzsa,thread_inferred,1
Richard Hayes,George Cardona,thread_inferred,1
Richard Hayes,George Thompson,thread_inferred,1
Richard Hayes,John C. Huntington,thread_inferred,1
Richard Hayes,Richard Hayes,thread_inferred,1
Richard Hayes,Stella Sandahl,thread_inferred,1
Richard Hayes,Sven Sellmer,exact_in_reply_to,1
Richard Hayes,Will Rasmussen,thread_inferred,1
Richard Lariviere,SILK at AC.GRIN.EDU,thread_inferred,1
Richard Lariviere,dileep s karanth,thread_inferred,1
Richard Lariviere,madhav.deshpande at EDU.UMICH.CC.UM,thread_inferred,1
Richard Lariviere,madhav.deshpande at um.cc.umich.edu,thread_inferred,1
Richard Lasseigne,Harry Spier,thread_inferred,1
Richard MAHONEY,Adheesh Sathaye,thread_inferred,1
Richard MAHONEY,Al Collins,exact_in_reply_to,1
Richard MAHONEY,Alexandra Vandergeer,thread_inferred,1
Richard MAHONEY,Alfred Collins,thread_inferred,1
Richard MAHONEY,Allen W Thrasher,thread_inferred,1
Richard MAHONEY,Anna Slaczka,exact_in_reply_to,1
Richard MAHONEY,Arlo Griffiths,exact_in_reply_to,1
Ashish Chandra,Kevin McGrath,thread_inferred,1
Ashish Chandra,Paul Kekai Manansala,thread_inferred,1
Richard MAHONEY,Bihani Sarkar,exact_in_reply_to,1
Ashish Chandra,Samar Abbas,thread_inferred,1
Richard MAHONEY,Christophe Vielle,exact_in_reply_to,1
Richard MAHONEY,Dan Lusthaus,thread_inferred,1
Richard MAHONEY,Daniel Stender,thread_inferred,1
Richard MAHONEY,David Pierdominici,exact_in_reply_to,1
Richard MAHONEY,Dean Anderson,thread_inferred,1
Ashish Chandra,Shauna Singh Baldwin,thread_inferred,1
Ashok Aklujkar,Abhinav Anand,exact_in_reply_to,1
Ashok Aklujkar,Agathe Keller,exact_in_reply_to,1
Ashok Aklujkar,Al Collins,exact_in_reply_to,1
Ashok Aklujkar,Allen Thrasher,exact_in_reply_to,1
Richard MAHONEY,Hartmut Buescher,thread_inferred,1
Ashok Aklujkar,Antonio Ferreira-Jardim,exact_in_reply_to,1
Richard MAHONEY,"Hueckstedt, Robert A (rah2k)",exact_in_reply_to,1
Richard MAHONEY,James Hartzell,thread_inferred,1
Richard MAHONEY,Jan Filipský,exact_in_reply_to,1
Richard MAHONEY,Jarrod L Whitaker,thread_inferred,1
Richard MAHONEY,Jean-Luc Chevillard,thread_inferred,1
Richard MAHONEY,John C. Huntington,thread_inferred,1
Richard MAHONEY,John Huntington,thread_inferred,1
Ashok Aklujkar,B. Reusch,thread_inferred,1
Richard MAHONEY,Klaus Karttunen,exact_in_reply_to,1
Richard MAHONEY,L.S. Cousins,thread_inferred,1
Ashok Aklujkar,Birgit Kellner,exact_in_reply_to,1
Ashok Aklujkar,Birgit Kellner,thread_inferred,1
Ashok Aklujkar,Chandan R. Narayan,thread_inferred,1
Richard MAHONEY,McComas Taylor,thread_inferred,1
Ashok Aklujkar,Christophe Vielle,exact_in_reply_to,1
Richard MAHONEY,Nagaraj Paturi,thread_inferred,1
Richard MAHONEY,Paolo Eugenio Rosati,exact_in_reply_to,1
Richard MAHONEY,Patricia Greer,thread_inferred,1
Richard MAHONEY,Peter M. Scharf,thread_inferred,1
Richard MAHONEY,Philipp Maas,thread_inferred,1
Richard MAHONEY,Richard Hayes,thread_inferred,1
Ashok Aklujkar,Csaba Dezso,thread_inferred,1
Richard MAHONEY,Robert Goldman,thread_inferred,1
Richard MAHONEY,Rosane Rocher,exact_in_reply_to,1
Richard MAHONEY,Shyam Ranganathan,thread_inferred,1
Ashok Aklujkar,Dan Lusthaus,thread_inferred,1
Ashok Aklujkar,Dean Michael Anderson,thread_inferred,1
Richard MAHONEY,Sven Sellmer,thread_inferred,1
Richard MAHONEY,Veeranarayana Pandurangi,thread_inferred,1
Richard MAHONEY,Viktoria Lysenko,exact_in_reply_to,1
Richard MAHONEY,Walter Slaje,thread_inferred,1
Richard MAHONEY,Whitney Cox,thread_inferred,1
Richard MAHONEY,Zhihua Yao,exact_in_reply_to,1
Richard MAHONEY,jacob at fabularasa.dk,exact_in_reply_to,1
Richard MAHONEY,marina orelskaya,thread_inferred,1
Richard MAHONEY,mkapstei at UCHICAGO.EDU,thread_inferred,1
Richard Mahoney | Indica et Buddhica,Andrey Klebanov,exact_in_reply_to,1
Richard Mahoney | Indica et Buddhica,Antonio Ferreira-Jardim,exact_in_reply_to,1
Richard Mahoney | Indica et Buddhica,Arlo Griffiths,exact_in_reply_to,1
Richard Mahoney | Indica et Buddhica,Ashok Aklujkar,exact_in_reply_to,1
Richard Mahoney | Indica et Buddhica,C.A. Formigatti,exact_in_reply_to,1
Richard Mahoney | Indica et Buddhica,Dan Lusthaus,exact_in_reply_to,1
Richard Mahoney | Indica et Buddhica,Dan Lusthaus,thread_inferred,1
Ashok Aklujkar,Deepak Sarma,thread_inferred,1
Richard Mahoney | Indica et Buddhica,Greg Bailey,exact_in_reply_to,1
Richard Mahoney | Indica et Buddhica,"Gruenendahl, Reinhold",exact_in_reply_to,1
Richard Mahoney | Indica et Buddhica,James Mallinson,exact_in_reply_to,1
Richard Mahoney | Indica et Buddhica,John Nemec,exact_in_reply_to,1
Ashok Aklujkar,Dominik Wujastyk,thread_inferred,1
Ashok Aklujkar,Eli Franco,exact_in_reply_to,1
Ashok Aklujkar,Elliot Stern,exact_in_reply_to,1
Ashok Aklujkar,Gary Tubb,exact_in_reply_to,1
Richard Mahoney | Indica et Buddhica,Marco Franceschini,exact_in_reply_to,1
Richard Mahoney | Indica et Buddhica,Matthew Clark,references_chain,1
Richard Mahoney | Indica et Buddhica,"Olivelle, J P",exact_in_reply_to,1
Richard Mahoney | Indica et Buddhica,Prof. W Tuladhar-Douglas,exact_in_reply_to,1
Richard Mahoney | Indica et Buddhica,Rolf Heinrich Koch,exact_in_reply_to,1
Richard Mahoney | Indica et Buddhica,Simon Brodbeck,thread_inferred,1
Richard Mahoney | Indica et Buddhica,Will Sweetman,exact_in_reply_to,1
Richard Mahoney | Indica et Buddhica,patrick mccartney,exact_in_reply_to,1
Richard P Hayes,Ajit Ranade,thread_inferred,1
Richard P Hayes,Dominik Wujastyk,thread_inferred,1
Richard P Hayes,Richard P Hayes,thread_inferred,1
Richard P Hayes,appam at atc.ll.mit.edu,thread_inferred,1
Richard P Hayes,carlo della casa,thread_inferred,1
Richard P. Hayes,Artur Karp,thread_inferred,1
Ashok Aklujkar,Gary Tubb,thread_inferred,1
Richard P. Hayes,Dominik Wujastyk,thread_inferred,1
Ashok Aklujkar,George Hart,exact_in_reply_to,1
Richard P. Hayes,Frances Pritchett,thread_inferred,1
Ashok Aklujkar,George Thompson,thread_inferred,1
Ashok Aklujkar,Greg Bailey,exact_in_reply_to,1
Richard Philip Hayes,Dominik Wujastyk,thread_inferred,1
Richard Quick,Kailash Srivastava,thread_inferred,1
Richard Quick,N. Ganesan,thread_inferred,1
Richard Salomon,Adheesh Sathaye,thread_inferred,1
Richard Salomon,Arlo Griffiths,exact_in_reply_to,1
Ashok Aklujkar,"Gruenendahl, Reinhold",exact_in_reply_to,1
Richard Salomon,Asko Parpola,thread_inferred,1
Richard Salomon,Balogh Dániel,thread_inferred,1
Richard Salomon,C.A. Formigatti,exact_in_reply_to,1
Richard Salomon,Christian K. Wedemeyer,thread_inferred,1
Richard Salomon,Christian Wedemeyer,thread_inferred,1
Richard Salomon,Claudine Picron,thread_inferred,1
Richard Salomon,"Deshpande, Madhav",thread_inferred,1
Richard Salomon,Dipak Bhattacharya,exact_in_reply_to,1
Richard Salomon,Dominic Goodall,thread_inferred,1
Ashok Aklujkar,Harsha V. Dehejia,thread_inferred,1
Richard Salomon,Dominik Wujastyk,thread_inferred,1
Richard Salomon,Donald R Davis,exact_in_reply_to,1
Richard Salomon,Dr. Debabrata Chakrabarti,exact_in_reply_to,1
Richard Salomon,F. Smith,thread_inferred,1
Richard Salomon,Francois Voegeli,thread_inferred,1
Ashok Aklujkar,Howard Resnick,exact_in_reply_to,1
Richard Salomon,Georges PINAULT,exact_in_reply_to,1
Richard Salomon,J. Randall Groves,thread_inferred,1
Richard Salomon,Jacob Baltuch,thread_inferred,1
Richard Salomon,Jan E.M. Houben,thread_inferred,1
Richard Salomon,Jan Houben,thread_inferred,1
Richard Salomon,Jonathan Silk,exact_in_reply_to,1
Ashok Aklujkar,JKirkpatrick,thread_inferred,1
Richard Salomon,Klaus Karttunen,thread_inferred,1
Richard Salomon,Lance Nelson,thread_inferred,1
Richard Salomon,"Lubin, Tim",exact_in_reply_to,1
Richard Salomon,Luis Gonzalez-Reimann,exact_in_reply_to,1
Richard Salomon,Madhav Deshpande,exact_in_reply_to,1
Ashok Aklujkar,Jacob Baltuch,thread_inferred,1
Richard Salomon,Marianna Kropf,thread_inferred,1
Richard Salomon,Mark McClish,exact_in_reply_to,1
Richard Salomon,Martin Gansten,exact_in_reply_to,1
Richard Salomon,Matthew Kapstein,exact_in_reply_to,1
Richard Salomon,Matthew Kapstein,thread_inferred,1
Richard Salomon,Michael Slouber,exact_in_reply_to,1
Richard Salomon,Michael Witzel,thread_inferred,1
Richard Salomon,Mikael Aktor,thread_inferred,1
Richard Salomon,"Nemec, John William (nemec) (jwn3y)",exact_in_reply_to,1
Richard Salomon,Patrick Olivelle,thread_inferred,1
Richard Salomon,Peter D Banos,thread_inferred,1
Richard Salomon,Peter Friedlander,thread_inferred,1
Ashok Aklujkar,James Hartzell,thread_inferred,1
Ashok Aklujkar,Jarrod Whitaker,exact_in_reply_to,1
Richard Salomon,Pramit Bhasin,thread_inferred,1
Richard Salomon,Richard P Hayes,thread_inferred,1
Ashok Aklujkar,Jesse Knutson,exact_in_reply_to,1
Richard Salomon,Rosane Rocher,thread_inferred,1
Ashok Aklujkar,John Taber,exact_in_reply_to,1
Richard Salomon,SILK at AC.GRIN.EDU,thread_inferred,1
Richard Salomon,"Smith, Frederick M",thread_inferred,1
Richard Salomon,Stefan Baums,exact_in_reply_to,1
Richard Salomon,Stefan Baums,thread_inferred,1
Richard Salomon,Sudalaimuthu Palaniappan,thread_inferred,1
Richard Salomon,Suresh Kolichala,thread_inferred,1
Richard Salomon,The Skeptic,thread_inferred,1
Richard Salomon,Ute Huesken,thread_inferred,1
Richard Salomon,Vanessa Sasson,exact_in_reply_to,1
Richard Salomon,Wolfgang Behr,thread_inferred,1
Ashok Aklujkar,K. S. Arjunwadkar,thread_inferred,1
Ashok Aklujkar,Klaus Karttunen,exact_in_reply_to,1
Richard Salomon,jagan nadh,thread_inferred,1
Richard Salomon,jayabarathi,thread_inferred,1
Richard Salomon,krisna at cs.wisc.edu,thread_inferred,1
Richard Salomon,malaiya at ravi.CS.ColoState.EDU,thread_inferred,1
Richard Salomon,mkapstei at UCHICAGO.EDU,thread_inferred,1
Richard Salomon,rrocher at edu.upenn.sas.ac.uk,thread_inferred,1
Richard Salomon,svagah at sb.su.se,thread_inferred,1
Ashok Aklujkar,"Lubin, Tim",exact_in_reply_to,1
Richard Salomon,witzel at HUSC3.HARVARD.EDU,thread_inferred,1
Richard Thomas,Michael Witzel,thread_inferred,1
Richard.Barz at anu.edu.au,Madhav Deshpande,thread_inferred,1
Richard.Barz at anu.edu.au,Senthil K Kandasamy,thread_inferred,1
Richard.Barz at anu.edu.au,Srinivasan Pichumani,thread_inferred,1
Richard.Barz at anu.edu.au,Tom Head,thread_inferred,1
Ashok Aklujkar,Luis Gonzalez-Reimann,exact_in_reply_to,1
Richard.Barz at anu.edu.au,turstig at juno.com,thread_inferred,1
Rinaldo RASA,bpj at netg.se,thread_inferred,1
Rishi Rajpopat,Dominik Wujastyk,exact_in_reply_to,1
Rishi Rajpopat,Jan E.M. Houben,exact_in_reply_to,1
Rishi Rajpopat,Patrick Olivelle,exact_in_reply_to,1
Rishi Rajpopat,Rishi Rajpopat,exact_in_reply_to,1
Rishi Rajpopat,川村悠人,exact_in_reply_to,1
Rita Vimal-Pandey,Shrinivas Tilak,thread_inferred,1
Robert A. Hueckstedt,Frank Conlon,thread_inferred,1
Robert A. Hueckstedt,Haridas C,thread_inferred,1
Robert A. Hueckstedt,Harry Spier,thread_inferred,1
Robert A. Hueckstedt,Kevin McGrath,thread_inferred,1
Robert A. Hueckstedt,Robert A. Hueckstedt,thread_inferred,1
Robert Goldman,Aaron Sherraden,exact_in_reply_to,1
Robert Goldman,Adheesh Sathaye,thread_inferred,1
Robert Goldman,Alex Watson,exact_in_reply_to,1
Robert Goldman,"Buchta, David",exact_in_reply_to,1
Robert Goldman,Christoph Emmrich,exact_in_reply_to,1
Robert Goldman,Clementin Catherine,exact_in_reply_to,1
Robert Goldman,David and Nancy Reigle,exact_in_reply_to,1
Ashok Aklujkar,Marco Franceschini,thread_inferred,1
Ashok Aklujkar,Martin Gluckman,exact_in_reply_to,1
Robert Goldman,Donald R Davis,exact_in_reply_to,1
Robert Goldman,George Cardona,exact_in_reply_to,1
Robert Goldman,Herman Tull,exact_in_reply_to,1
Robert Goldman,JR Gardner,thread_inferred,1
Robert Goldman,James Hegarty,exact_in_reply_to,1
Robert Goldman,James Hegarty,thread_inferred,1
Robert Goldman,Jan Westerhoff,thread_inferred,1
Robert Goldman,Jeffery Long,exact_in_reply_to,1
Ashok Aklujkar,Matthew Kapstein,thread_inferred,1
Ashok Aklujkar,Michael Rabe,thread_inferred,1
Ashok Aklujkar,Michael Witzel,thread_inferred,1
Robert Goldman,Madhav Deshpande,thread_inferred,1
Robert Goldman,Michael Slouber,exact_in_reply_to,1
Robert Goldman,Nagaraj Paturi,exact_in_reply_to,1
Robert Goldman,Nityanand Misra,exact_in_reply_to,1
Ashok Aklujkar,"Moore Gerety, Finnian",exact_in_reply_to,1
Ashok Aklujkar,N. Ganesan,thread_inferred,1
Ashok Aklujkar,Nagaraj Paturi,exact_in_reply_to,1
Robert Goldman,Stefan Baums,thread_inferred,1
Robert Goldman,Tracy Coleman,exact_in_reply_to,1
Robert Goldman,"Uskokov, Aleksandar",exact_in_reply_to,1
Robert Goldman,Walter Slaje,exact_in_reply_to,1
Robert Goldman,"Witzel, Michael",thread_inferred,1
Robert Goldman,huet,exact_in_reply_to,1
Robert Goldman,rajam,thread_inferred,1
Robert Goldman,youri martini,thread_inferred,1
Robert Hueckstedt,Dominik Wujastyk,exact_in_reply_to,1
Ashok Aklujkar,Nagaraj Paturi,thread_inferred,1
Robert J. Zydenbos,Cyber Maadhva Sangha,thread_inferred,1
Robert J. Zydenbos,Dominik Wujastyk,thread_inferred,1
Robert J. Zydenbos,Elliot Stern,thread_inferred,1
Robert J. Zydenbos,J.B. Sharma,thread_inferred,1
Ashok Aklujkar,Naseem Hines,thread_inferred,1
Ashok Aklujkar,Nataliya Yanchevskaya,exact_in_reply_to,1
Ashok Aklujkar,Niranjan Saha,exact_in_reply_to,1
Robert J. Zydenbos,John Peterson,thread_inferred,1
Robert J. Zydenbos,John Smith,thread_inferred,1
Robert J. Zydenbos,Julia Leslie,thread_inferred,1
Robert J. Zydenbos,Lars Martin Fosse,thread_inferred,1
Ashok Aklujkar,Niranjan Saha,thread_inferred,1
Robert J. Zydenbos,Palaniappa,thread_inferred,1
Robert J. Zydenbos,Paul Kekai Manansala,thread_inferred,1
Ashok Aklujkar,Nityanand Misra,exact_in_reply_to,1
Ashok Aklujkar,"Olivelle, J P",exact_in_reply_to,1
Robert J. Zydenbos,Royce Wiles,thread_inferred,1
Ashok Aklujkar,Olivia Cattedra,thread_inferred,1
Robert J. Zydenbos,Tara Bascombe,thread_inferred,1
Robert J. Zydenbos,Toru Tomabechi,thread_inferred,1
Robert J. Zydenbos,Vasu Renganathan,thread_inferred,1
Ashok Aklujkar,Paolo Magnone,thread_inferred,1
Robert J. Zydenbos,sudheer birodkar,thread_inferred,1
Robert Knight,Robert Knight,thread_inferred,1
Robert Leach,Agnes Korn,exact_in_reply_to,1
Robert Leach,Asko Parpola,exact_in_reply_to,1
Robert Leach,Dániel Balogh,exact_in_reply_to,1
Robert Leach,Johannes E.M. Houben,exact_in_reply_to,1
Robert Leach,Jonathan Silk,exact_in_reply_to,1
Ashok Aklujkar,Paul Hackett,exact_in_reply_to,1
Robert Leach,"Olivelle, J P",exact_in_reply_to,1
Ashok Aklujkar,Paul Kiparsky,thread_inferred,1
Robert Leach,Raja Rosenhagen,exact_in_reply_to,1
Robert Leach,Rembert Lutjeharms,exact_in_reply_to,1
Ashok Aklujkar,"Preston, Charles",exact_in_reply_to,1
Robert Leach,Robert Leach,thread_inferred,1
Robert Leach,"Rocher, Rosane D",exact_in_reply_to,1
Robert Leach,peter bisschop,exact_in_reply_to,1
Robert M. Gimello,Jonathan Silk,thread_inferred,1
Robert P. GOLDMAN,Andrew Ollett,exact_in_reply_to,1
Ashok Aklujkar,Prof P Kumar,thread_inferred,1
Robert P. GOLDMAN,Arlo Griffiths,exact_in_reply_to,1
Robert P. GOLDMAN,Bob Peck,thread_inferred,1
Robert P. GOLDMAN,"Collins, Brian",exact_in_reply_to,1
Robert P. GOLDMAN,Deven Patel,exact_in_reply_to,1
